krd_id;mno;valor;pb;vade;lcy_tutar;usd_tutar;valor_dt_usd_tutar;anapara_risk;faiz_risk
455618;10819;2025-07-27;TRY;2026-07-22;965029.89;26753.1;26753.1;965029.89;270063.61
300862;10819;2025-08-25;TRY;2026-08-20;3465196.45;105020.59;105020.59;3465196.45;265607.31
369299;10819;2025-09-24;TRY;2032-09-22;2183901.43;56049.93;56049.93;2183901.43;38545.86
506979;10819;2025-10-08;USD;2032-10-06;4049391.7;4049391.7;4049391.7;4049391.7;987039.23
142178;10819;2025-10-10;CNY;2027-09-30;445283.55;63646.87;63646.87;445283.55;165333.78
502989;10819;2025-10-22;TRY;2026-10-17;777805.34;22018.99;22018.99;777805.34;100570.23
242073;10819;2025-10-26;TRY;2027-10-16;484439.47;13714.06;13714.06;484439.47;193582.01
147454;10819;2025-11-10;CNY;2026-11-05;1839994.01;287453.99;287453.99;1839994.01;343802.88
409860;10819;2025-11-22;CNY;2026-11-17;4973657.69;777012.19;777012.19;4973657.69;2393821.45
484942;10819;2025-11-25;USD;2030-11-24;3538757.9;3538757.9;3538757.9;3538757.9;1076313.22
165942;10819;2026-01-20;USD;2027-01-15;2177250.72;2177250.72;2177250.72;2177250.72;226978.39
198687;10819;2026-01-25;TRY;2031-01-24;986904.45;29219.8;29219.8;986904.45;320990.67
203879;10819;2026-01-26;EUR;2028-01-16;2998904.47;3361079.42;3361079.42;2998904.47;112608.86
440127;10819;2026-02-21;USD;2027-02-16;3718653.66;3718653.66;3718653.66;3718653.66;1695892.0
213923;10898;2024-01-21;USD;2026-01-10;2858987.1;2858987.1;0.0;0.0;0.0
525551;10898;2024-03-12;USD;2025-03-07;117228.92;117228.92;0.0;0.0;0.0
432378;10898;2024-05-02;USD;2026-04-22;3286768.32;3286768.32;821692.08;821692.08;30351.25
497250;10898;2024-05-25;CNY;2026-05-15;2379468.78;327296.28;81824.07;594867.19;64773.6
236863;10898;2024-06-09;USD;2025-06-04;1333904.72;1333904.72;0.0;0.0;0.0
316623;10898;2024-07-08;USD;2026-06-28;156977.73;156977.73;39244.43;39244.43;3868.52
430216;10898;2024-07-09;TRY;2026-06-29;4140740.68;126538.77;31634.69;1035185.17;90.58
163351;10898;2024-07-31;CNY;2031-07-30;2699447.25;347413.67;270210.63;2099570.08;430948.42
504619;10898;2024-09-03;CNY;2025-08-29;1139911.05;143411.14;0.0;0.0;0.0
197305;10898;2024-09-19;TRY;2025-09-14;3027807.41;91023.82;0.0;0.0;0.0
462693;10898;2024-09-27;CNY;2031-09-26;2466779.85;310343.25;275860.67;2192693.2;758769.3
220627;10898;2024-11-24;USD;2025-11-19;3829742.43;3829742.43;0.0;0.0;0.0
336650;10898;2024-12-12;EUR;2025-12-07;614338.89;637929.59;0.0;0.0;0.0
475937;10898;2025-01-13;CNY;2032-01-12;4713806.42;637504.1;566670.31;4190050.15;506158.06
317234;10898;2025-02-17;TRY;2026-02-12;2850181.52;84927.43;0.0;0.0;0.0
452463;10898;2025-04-22;CNY;2027-04-12;1510271.39;201037.38;150778.04;1132703.54;284294.43
461992;10898;2025-06-13;TRY;2026-06-08;1056174.39;31642.45;31642.45;1056174.39;81431.05
346936;10898;2025-06-17;CNY;2027-06-07;1464255.3;219170.66;164378.0;1098191.48;130959.33
142309;10898;2025-06-26;TRY;2030-06-25;3629499.79;108737.98;96655.98;3226222.04;220386.81
257935;10898;2025-07-13;CNY;2032-07-11;1623155.33;203841.06;203841.06;1623155.33;71175.36
267369;10898;2025-08-22;EUR;2026-08-17;2194867.06;2694395.32;2694395.32;2194867.06;31057.37
282480;10898;2025-08-30;USD;2026-08-25;1382760.19;1382760.19;1382760.19;1382760.19;613599.83
324211;10898;2025-09-24;USD;2026-09-19;2879938.47;2879938.47;2879938.47;2879938.47;1018202.25
360364;10898;2025-10-02;CNY;2026-09-27;2925367.89;418139.21;418139.21;2925367.89;908619.27
501368;10898;2025-12-06;TRY;2030-12-05;2152279.87;57938.91;57938.91;2152279.87;230939.63
300060;10898;2026-01-11;EUR;2033-01-09;621019.75;696019.74;696019.74;621019.75;28101.14
164886;10898;2026-02-13;EUR;2027-02-08;1493769.18;1729463.71;1729463.71;1493769.18;386662.15
132535;10917;2023-12-22;USD;2030-12-20;493240.84;493240.84;383631.76;383631.76;56050.73
176256;10917;2024-01-08;USD;2025-01-02;1471885.73;1471885.73;0.0;0.0;0.0
171698;10917;2024-01-16;EUR;2025-01-10;2381296.99;2563507.92;0.0;0.0;0.0
173026;10917;2024-01-29;TRY;2025-01-23;2182649.13;73624.97;0.0;0.0;0.0
390434;10917;2024-04-23;USD;2025-04-18;656899.99;656899.99;0.0;0.0;0.0
179680;10917;2024-05-23;CNY;2025-05-18;3270918.24;449915.29;0.0;0.0;0.0
466928;10917;2024-05-25;TRY;2026-05-15;3883809.1;128134.54;32033.64;970952.28;47261.1
382559;10917;2024-05-26;EUR;2029-05-25;4133568.15;4546974.06;3031316.04;2755712.1;736142.56
255612;10917;2024-06-18;TRY;2025-06-13;4360895.47;141587.97;0.0;0.0;0.0
192446;10917;2024-06-27;TRY;2026-06-17;4502768.1;146194.24;36548.56;1125692.02;111457.58
192141;10917;2024-07-31;TRY;2025-07-26;3189095.14;97457.0;0.0;0.0;0.0
499465;10917;2024-08-16;TRY;2026-08-06;1485482.17;46588.6;11647.15;371370.54;22365.79
411698;10917;2024-09-12;TRY;2031-09-11;4068196.49;122300.65;108711.69;3616174.66;771932.75
197699;10917;2024-09-20;EUR;2025-09-15;3534420.69;3670872.01;0.0;0.0;0.0
471893;10917;2024-09-23;EUR;2025-09-18;277734.71;288457.05;0.0;0.0;0.0
158258;10917;2024-11-20;TRY;2026-11-10;2831562.57;92982.93;46491.46;1415781.28;21555.27
204376;10917;2024-12-05;TRY;2026-11-25;2593182.09;77366.62;38683.31;1296591.04;193775.53
367579;10917;2024-12-18;TRY;2031-12-17;3321582.51;99098.17;88087.26;2952517.79;533815.22
531987;10917;2024-12-27;CNY;2031-12-26;336872.71;48491.52;43103.57;299442.41;19097.77
370705;10917;2024-12-31;USD;2025-12-26;2189580.07;2189580.07;0.0;0.0;0.0
485151;10917;2025-09-02;CNY;2026-08-28;434294.14;56784.21;56784.21;434294.14;53244.46
152653;10917;2025-10-05;USD;2026-09-30;2354767.83;2354767.83;2354767.83;2354767.83;323427.36
522046;10917;2025-10-10;EUR;2027-09-30;3944667.57;4433726.71;4433726.71;3944667.57;428982.6
475094;10917;2025-11-03;CNY;2030-11-02;4489871.91;701432.51;701432.51;4489871.91;1034690.98
287200;10917;2025-11-22;TRY;2026-11-17;568614.32;16506.93;16506.93;568614.32;30221.85
300949;10917;2025-12-01;EUR;2027-11-21;3682409.31;4055017.89;4055017.89;3682409.31;999221.77
262151;10917;2025-12-29;TRY;2026-12-24;2501903.65;67350.71;67350.71;2501903.65;890802.79
215359;10917;2025-12-31;CNY;2026-12-26;2742343.22;361638.14;361638.14;2742343.22;840939.55
493227;11173;2023-12-29;EUR;2028-12-27;3312539.31;3627108.37;2418072.25;2208359.54;133532.14
188707;11173;2024-02-19;TRY;2029-02-17;4737282.12;163495.5;108997.0;3158188.08;629216.34
331421;11173;2024-04-17;TRY;2025-04-12;2514701.22;84420.22;0.0;0.0;0.0
168792;11173;2024-05-31;CNY;2031-05-30;59007.72;8116.52;6312.85;45894.89;8397.49
218121;11173;2024-08-13;USD;2026-08-03;4029024.86;4029024.86;1007256.22;1007256.21;79208.11
344932;11173;2024-08-29;CNY;2026-08-19;4924906.43;697671.01;174417.75;1231226.61;104469.58
267511;11173;2024-11-26;CNY;2031-11-25;3247254.23;467310.3;415386.93;2886448.2;1078505.33
494710;11173;2024-12-13;TRY;2025-12-08;2222578.12;66309.79;66309.79;2222578.12;330275.11
172328;11173;2024-12-31;CNY;2029-12-30;3395993.65;488840.06;380208.94;2641328.39;954253.25
338370;11173;2025-01-15;CNY;2027-01-05;1970667.51;266516.8;133258.4;985333.76;213275.49
212089;11173;2025-02-04;USD;2032-02-03;2377842.66;2377842.66;2113637.92;2113637.92;858700.63
509925;11173;2025-03-25;TRY;2026-03-20;2235047.42;67182.9;33591.45;1117523.71;278011.96
120671;11173;2025-04-05;USD;2026-03-31;4420174.18;4420174.18;2210087.09;2210087.09;507436.0
277273;11173;2025-05-14;CNY;2027-05-04;2315596.23;308335.94;231251.96;1736697.17;338004.69
447697;11173;2025-07-25;EUR;2026-07-20;93323.06;101372.21;101372.21;93323.06;13153.89
236167;11173;2025-07-27;EUR;2032-07-25;3707562.93;4027341.86;4027341.86;3707562.93;1358451.06
416511;11173;2025-07-28;EUR;2027-07-18;2627748.64;2854393.12;2140794.84;1970811.48;619697.03
498752;11173;2025-09-29;CNY;2027-09-19;2174268.32;284286.83;284286.83;2174268.32;369408.19
520640;11173;2025-09-29;CNY;2030-09-28;4502013.31;588640.83;588640.83;4502013.31;26786.98
433129;11173;2025-11-16;TRY;2026-11-11;3661860.81;106304.2;106304.2;3661860.81;961970.83
337018;11173;2025-12-19;CNY;2030-12-18;329311.78;43426.99;43426.99;329311.78;159683.28
489882;11385;2024-02-03;TRY;2026-01-23;4939567.0;170476.86;0.0;0.0;0.0
385849;11385;2024-03-08;USD;2026-02-26;3950323.21;3950323.21;0.0;0.0;0.0
398414;11385;2024-03-17;USD;2031-03-16;101418.7;101418.7;78881.21;78881.21;993.9
540617;11385;2024-03-20;TRY;2025-03-15;2954716.15;102394.5;0.0;0.0;0.0
366910;11385;2024-03-23;TRY;2026-03-13;2667142.45;92428.75;23107.19;666785.61;74304.92
390273;11385;2024-04-01;CNY;2025-03-27;1577318.61;221359.1;0.0;0.0;0.0
176078;11385;2024-04-06;EUR;2029-04-05;1231868.64;1346636.11;897757.41;821245.76;1888.87
369492;11385;2024-04-24;USD;2025-04-19;4424757.18;4424757.18;0.0;0.0;0.0
442756;11385;2024-05-25;CNY;2025-05-20;2919524.04;401580.96;0.0;0.0;0.0
148344;11385;2024-06-20;USD;2025-06-15;4475833.37;4475833.37;0.0;0.0;0.0
234829;11385;2024-08-08;EUR;2025-08-03;664328.21;697941.42;0.0;0.0;0.0
492452;11385;2024-08-17;USD;2031-08-16;3777715.78;3777715.78;3357969.58;3357969.58;639954.38
463112;11385;2024-12-11;CNY;2026-12-01;227181.89;32701.95;16350.98;113590.95;23680.87
350550;11385;2025-03-30;CNY;2027-03-20;4204058.95;593542.9;445157.18;3153044.21;953125.85
224699;11385;2025-06-03;EUR;2026-05-29;3445099.51;4147755.97;4147755.97;3445099.51;1210607.97
431397;11385;2025-06-12;EUR;2026-06-07;3747437.33;4511758.08;4511758.08;3747437.33;279371.45
377964;11385;2025-07-24;EUR;2026-07-19;1991559.16;2163332.01;2163332.01;1991559.16;389648.55
160328;11385;2025-08-02;USD;2026-07-28;171050.88;171050.88;85525.44;85525.44;7152.06
471279;11385;2025-08-10;CNY;2027-07-31;2412118.53;320827.25;240620.44;1809088.9;601341.15
519265;11385;2025-08-21;USD;2027-08-11;3434480.64;3434480.64;2575860.48;2575860.48;591353.17
243544;11385;2025-10-02;EUR;2026-09-27;2442658.87;2745499.25;2745499.25;2442658.87;843816.51
236873;11385;2025-11-16;CNY;2026-11-11;1753071.48;273874.48;273874.48;1753071.48;632858.8
386515;11385;2025-11-19;CNY;2027-11-09;2794100.21;436509.72;436509.72;2794100.21;276755.63
367675;11385;2025-12-08;TRY;2027-11-28;1634426.26;43998.4;43998.4;1634426.26;456331.81
313415;11385;2025-12-12;CNY;2026-12-07;3634783.41;479325.97;479325.97;3634783.41;1233827.23
143835;11385;2026-02-10;TRY;2027-02-05;721751.67;20288.91;20288.91;721751.67;285958.01
444135;11385;2026-02-22;EUR;2027-02-17;3328295.33;3853450.76;3853450.76;3328295.33;1466114.09
170496;11496;2023-12-29;CNY;2028-12-27;4190206.2;587412.36;391608.24;2793470.8;179620.17
366824;11496;2024-03-01;CNY;2025-02-24;1658157.47;233741.35;0.0;0.0;0.0
188329;11496;2024-06-22;CNY;2031-06-21;3140002.99;426083.48;331398.26;2442224.55;671191.15
301773;11496;2024-08-28;USD;2025-08-23;462291.96;462291.96;0.0;0.0;0.0
295788;11496;2024-11-19;CNY;2025-11-14;4906513.22;706093.21;706093.21;4906513.22;1266371.06
485066;11496;2024-12-06;EUR;2026-11-26;3460802.44;3593697.77;1796848.88;1730401.22;307968.16
149826;11496;2025-01-17;CNY;2027-01-07;4521815.15;611538.84;305769.42;2260907.58;130567.41
461556;11496;2025-01-29;EUR;2032-01-28;273262.79;307198.41;273065.25;242900.26;13883.1
526654;11496;2025-02-07;EUR;2032-02-06;2395424.03;2681167.29;2383259.81;2129265.8;604238.32
504158;11496;2025-03-08;TRY;2027-02-26;56260.28;1691.12;1268.34;42195.21;11017.7
231048;11496;2025-03-26;TRY;2027-03-16;1183743.73;35581.95;26686.46;887807.8;96149.58
258537;11496;2025-04-28;TRY;2027-04-18;2832061.52;80676.55;60507.41;2124046.14;89289.59
415008;11496;2025-06-05;USD;2027-05-26;2896194.46;2896194.46;2172145.84;2172145.84;659463.48
498324;11496;2025-06-25;TRY;2030-06-24;4933888.57;147816.81;131392.72;4385678.73;287505.61
388217;11496;2025-07-07;EUR;2026-07-02;200941.86;218273.18;218273.18;200941.86;38771.73
330122;11496;2025-07-17;CNY;2027-07-07;2262974.17;284191.57;213143.68;1697230.63;434003.09
303187;11496;2025-07-23;CNY;2027-07-13;875586.11;109958.92;82469.19;656689.58;109511.2
422995;11496;2025-08-22;TRY;2026-08-17;3087534.3;93574.69;93574.69;3087534.3;205012.28
151120;11496;2025-08-26;USD;2026-08-21;2594794.66;2594794.66;2594794.66;2594794.66;473420.29
359899;11496;2025-09-11;TRY;2026-09-06;4396898.32;112846.6;112846.6;4396898.32;1902977.59
147520;11496;2025-11-12;CNY;2026-11-07;1321508.89;206453.39;206453.39;1321508.89;645821.39
539377;11496;2025-11-26;CNY;2026-11-21;1951476.67;304870.43;304870.43;1951476.67;859332.75
537961;11510;2024-04-22;EUR;2025-04-17;574987.44;628556.34;0.0;0.0;0.0
531501;11510;2024-05-15;EUR;2025-05-10;1214669.78;1336151.18;0.0;0.0;0.0
452660;11510;2024-05-24;TRY;2025-05-19;2582690.47;85208.06;0.0;0.0;0.0
481020;11510;2024-06-02;TRY;2025-05-28;906362.82;29427.46;0.0;0.0;0.0
236543;11510;2024-06-16;CNY;2025-06-11;23413.53;3177.1;0.0;0.0;0.0
327231;11510;2024-08-21;TRY;2026-08-11;4710907.86;147746.37;36936.59;1177726.97;28883.75
500921;11510;2024-11-01;TRY;2025-10-27;4172794.81;137026.35;0.0;0.0;0.0
464396;11510;2024-11-30;CNY;2025-11-25;350733.11;50473.78;0.0;0.0;0.0
203556;11510;2025-01-15;USD;2032-01-14;739100.85;739100.85;656978.53;656978.53;42455.41
345044;11510;2025-01-20;TRY;2030-01-19;4292974.07;131248.29;102082.0;3338979.83;1283559.5
269455;11510;2025-02-06;EUR;2027-01-27;739059.68;827219.99;413610.0;369529.84;46237.42
275080;11510;2025-02-19;EUR;2027-02-09;3534089.56;3955660.97;1977830.48;1767044.78;413576.83
364745;11510;2025-02-19;TRY;2027-02-09;1398415.0;41668.85;20834.42;699207.5;108919.05
208149;11510;2025-03-08;CNY;2026-03-03;2337081.75;329956.9;164978.45;1168540.88;59800.08
532306;11510;2025-03-30;CNY;2030-03-29;753321.01;106356.34;94538.97;669618.68;29612.03
407731;11510;2025-07-21;USD;2026-07-16;3384665.06;3384665.06;3384665.06;3384665.06;840073.87
329951;11510;2025-07-29;CNY;2027-07-19;4213815.42;529184.48;396888.36;3160361.56;480572.48
400192;11510;2025-08-16;USD;2027-08-06;443828.7;443828.7;332871.53;332871.53;101996.0
153801;11510;2025-09-10;CNY;2027-08-31;947887.83;123936.88;123936.88;947887.83;325267.71
297174;11510;2025-10-03;CNY;2026-09-28;525404.35;75098.99;75098.99;525404.35;218069.08
452129;11510;2025-12-25;EUR;2026-12-20;1184754.46;1304635.13;1304635.13;1184754.46;408444.1
459350;11510;2025-12-29;EUR;2027-12-19;3135628.96;3452910.98;3452910.98;3135628.96;759606.12
420267;11510;2026-01-21;USD;2033-01-19;2757500.95;2757500.95;2757500.95;2757500.95;560048.44
344239;11510;2026-02-02;TRY;2027-01-28;2469280.44;69413.09;69413.09;2469280.44;101981.28
300277;11531;2024-02-20;CNY;2025-02-14;919439.2;125881.46;125881.46;919439.2;260385.18
286753;11531;2024-04-07;EUR;2026-03-28;2740316.68;2995619.23;748904.81;685079.17;539.5
136937;11531;2024-06-16;CNY;2025-06-11;4004559.73;543399.72;0.0;0.0;0.0
367298;11531;2024-06-29;USD;2026-06-19;1485657.46;1485657.46;371414.36;371414.36;11583.49
193594;11531;2024-10-23;CNY;2025-10-18;1694213.96;219090.75;0.0;0.0;0.0
326518;11531;2024-11-08;CNY;2026-10-29;2482780.09;357295.31;178647.66;1241390.04;159456.55
299865;11531;2024-11-15;USD;2031-11-14;1137921.26;1137921.26;1011485.56;1011485.56;365573.36
493123;11531;2024-12-07;TRY;2026-11-27;3277182.81;97773.53;48886.76;1638591.41;258201.04
380263;11531;2024-12-08;CNY;2025-12-03;757791.69;109081.16;0.0;0.0;0.0
146031;11531;2025-02-01;USD;2027-01-22;4018662.91;4018662.91;2009331.46;2009331.46;135579.64
254201;11531;2025-02-17;CNY;2027-02-07;4311600.57;556046.7;278023.35;2155800.29;401679.49
438064;11531;2025-03-05;CNY;2026-02-28;4022928.17;567970.26;567970.26;4022928.17;1199436.03
392964;11531;2025-03-25;USD;2027-03-15;2228133.76;2228133.76;1671100.32;1671100.32;196270.73
123771;11531;2025-05-04;CNY;2026-04-29;3194146.95;425320.4;212660.2;1597073.48;82728.41
494989;11531;2025-05-28;TRY;2027-05-18;706084.69;20847.83;15635.87;529563.52;188279.69
544007;11531;2025-06-18;CNY;2026-06-13;3270372.33;489511.4;489511.4;3270372.33;127217.48
328784;11531;2025-07-28;CNY;2026-07-23;3926113.34;493053.93;493053.93;3926113.34;288765.64
278264;11531;2025-09-21;CNY;2026-09-16;1868082.56;244252.87;244252.87;1868082.56;215670.13
333716;11531;2025-10-20;EUR;2026-10-15;1154548.67;1297689.39;1297689.39;1154548.67;101023.01
355426;11531;2025-11-10;USD;2026-11-05;4029624.7;4029624.7;4029624.7;4029624.7;1378534.61
449552;11531;2025-12-18;CNY;2027-12-08;2948401.47;388811.45;388811.45;2948401.47;736510.69
260790;11531;2026-02-03;USD;2027-01-29;2210466.6;2210466.6;2210466.6;2210466.6;216957.3
244534;11707;2024-02-28;USD;2025-02-22;2936624.72;2936624.72;0.0;0.0;0.0
459276;11707;2024-03-10;CNY;2031-03-09;4143213.05;584045.98;454257.98;3222499.04;674970.33
233898;11707;2024-04-02;EUR;2025-03-28;1836889.5;2008023.95;0.0;0.0;0.0
338274;11707;2024-05-05;USD;2025-04-30;500825.59;500825.59;0.0;0.0;0.0
315160;11707;2024-05-15;CNY;2025-05-10;3086489.74;424547.12;0.0;0.0;0.0
129393;11707;2024-06-29;EUR;2025-06-24;4691989.89;5163978.18;0.0;0.0;0.0
383398;11707;2024-07-08;TRY;2025-07-03;2543366.17;77723.88;0.0;0.0;0.0
320660;11707;2024-07-27;CNY;2025-07-22;165328.58;21277.47;0.0;0.0;0.0
314521;11707;2024-08-07;EUR;2025-08-02;4846187.3;5091391.3;0.0;0.0;0.0
243480;11707;2024-09-04;CNY;2025-08-30;571340.05;71879.75;0.0;0.0;0.0
280148;11707;2024-10-24;EUR;2025-10-19;3825781.98;3974256.7;0.0;0.0;0.0
341794;11707;2024-12-14;USD;2031-12-13;2944431.64;2944431.64;2617272.57;2617272.57;820776.68
142443;11707;2025-02-16;USD;2032-02-15;843006.29;843006.29;749338.92;749338.92;42928.79
225941;11707;2025-03-17;TRY;2026-03-12;1499216.88;45064.7;45064.7;1499216.88;684167.62
470337;11707;2025-03-22;EUR;2032-03-20;3254332.92;3409135.32;3030342.51;2892740.37;114423.95
270801;11707;2025-04-04;USD;2027-03-25;1517469.39;1517469.39;1138102.04;1138102.04;97478.44
478805;11707;2025-05-01;USD;2026-04-26;2800071.32;2800071.32;2800071.32;2800071.32;33180.85
331518;11707;2025-05-31;USD;2032-05-29;1453747.62;1453747.62;1453747.62;1453747.62;387859.87
546339;11707;2025-06-19;TRY;2026-06-14;4961584.9;148646.58;148646.58;4961584.9;1873494.46
155406;11707;2025-07-17;EUR;2030-07-16;2631093.23;2858026.18;2540467.72;2338749.54;805881.12
433547;11707;2025-08-06;EUR;2026-08-01;3314664.73;4069046.96;4069046.96;3314664.73;664424.55
414637;11707;2025-08-14;USD;2026-08-09;1027692.33;1027692.33;1027692.33;1027692.33;375056.32
186767;11707;2025-08-24;USD;2026-08-19;1743049.22;1743049.22;871524.61;871524.61;124911.26
336957;11707;2025-10-08;USD;2026-10-03;1890146.5;1890146.5;1890146.5;1890146.5;355914.59
406039;11707;2025-11-24;USD;2032-11-22;4800328.77;4800328.77;4800328.77;4800328.77;1384654.83
180468;11707;2025-12-04;USD;2026-11-29;709946.98;709946.98;709946.98;709946.98;140675.99
359720;11707;2026-01-08;CNY;2031-01-07;4513624.05;653405.85;653405.85;4513624.05;1145783.47
411016;11707;2026-01-16;USD;2027-01-11;1047845.96;1047845.96;1047845.96;1047845.96;274011.72
237040;11707;2026-01-21;EUR;2027-01-16;96511.72;108167.35;108167.35;96511.72;18718.45
237895;12130;2023-12-28;CNY;2025-12-17;3256626.36;456536.62;0.0;0.0;0.0
367290;12130;2024-02-06;USD;2031-02-04;875210.49;875210.49;680719.27;680719.27;125002.75
250048;12130;2024-02-17;CNY;2031-02-15;2311932.56;316529.3;246189.46;1798169.77;636352.3
523180;12130;2024-03-08;CNY;2025-03-03;446941.75;63002.92;0.0;0.0;0.0
462718;12130;2024-05-01;CNY;2025-04-26;638270.63;87794.22;0.0;0.0;0.0
130026;12130;2024-06-26;USD;2025-06-21;4309659.09;4309659.09;0.0;0.0;0.0
274611;12130;2024-07-31;USD;2026-07-21;4096421.02;4096421.02;1024105.26;1024105.26;19432.4
162266;12130;2024-08-26;TRY;2029-08-25;2859702.33;89687.73;69757.12;2224212.92;312860.26
531845;12130;2024-09-07;EUR;2025-09-02;1403549.64;1457735.66;0.0;0.0;0.0
288932;12130;2024-10-26;USD;2025-10-21;953671.73;953671.73;0.0;0.0;0.0
387809;12130;2024-10-30;TRY;2025-10-25;777675.24;23448.67;0.0;0.0;0.0
465220;12130;2024-11-23;EUR;2025-11-18;4774170.64;5411191.82;5411191.82;4774170.64;2260092.38
427775;12130;2024-12-06;CNY;2026-11-26;1281884.22;184522.24;92261.12;640942.11;17017.01
188414;12130;2024-12-21;TRY;2025-12-16;1828927.5;54565.37;0.0;0.0;0.0
166663;12130;2025-02-22;USD;2026-02-17;1348903.0;1348903.0;0.0;0.0;0.0
531020;12130;2025-02-23;EUR;2030-02-22;4182145.38;4681021.51;4160908.01;3717462.56;126393.73
478829;12130;2025-03-19;TRY;2026-03-14;4155581.53;124911.9;62455.95;2077790.76;120667.7
450669;12130;2025-04-06;USD;2026-04-01;4363062.98;4363062.98;4363062.98;4363062.98;886138.09
529447;12130;2025-06-01;USD;2032-05-30;2280834.5;2280834.5;2280834.5;2280834.5;1100274.56
532625;12130;2025-06-04;USD;2026-05-30;860947.79;860947.79;860947.79;860947.79;54282.76
455359;12130;2025-06-22;CNY;2026-06-17;941222.67;140882.8;140882.8;941222.67;311591.76
401493;12130;2025-07-28;CNY;2027-07-18;534611.41;67138.22;50353.66;400958.56;140586.1
232615;12130;2025-09-01;EUR;2027-08-22;3173405.6;3198629.3;2398971.97;2380054.2;659929.53
464386;12130;2025-09-18;CNY;2030-09-17;4782502.25;625314.92;625314.92;4782502.25;915131.81
308355;12130;2025-10-02;CNY;2026-09-27;4500951.4;643346.19;643346.19;4500951.4;1655900.02
334352;12130;2025-10-03;EUR;2032-10-01;4618443.46;5191037.2;5191037.2;4618443.46;1008437.13
135179;12130;2025-10-26;TRY;2027-10-16;1551368.22;43917.88;43917.88;1551368.22;773201.92
140880;12130;2025-12-15;TRY;2026-12-10;3757938.63;101162.9;101162.9;3757938.63;1735416.06
300541;12130;2026-02-06;USD;2027-02-01;32502.25;32502.25;32502.25;32502.25;12055.08
289687;12380;2023-12-23;EUR;2025-12-12;3102577.16;3397207.56;0.0;0.0;0.0
311772;12380;2024-01-18;TRY;2031-01-16;458243.82;15457.45;12022.46;356411.86;91118.67
381234;12380;2024-04-19;CNY;2025-04-14;870232.42;122127.43;0.0;0.0;0.0
177464;12380;2024-08-01;EUR;2026-07-22;758941.72;797342.12;199335.53;189735.43;18719.77
479690;12380;2024-11-09;EUR;2025-11-04;306000.33;346830.18;0.0;0.0;0.0
164060;12380;2024-12-19;EUR;2029-12-18;2250350.43;2336764.22;1817483.28;1750272.56;563451.63
139275;12380;2024-12-28;CNY;2026-12-18;3536865.95;509118.08;254559.04;1768432.98;156506.32
241559;12380;2025-02-11;TRY;2026-02-06;519256.54;15472.39;0.0;0.0;0.0
351844;12380;2025-02-15;USD;2027-02-05;4738737.78;4738737.78;2369368.89;2369368.89;135764.84
397589;12380;2025-03-21;USD;2026-03-16;376717.34;376717.34;376717.34;376717.34;186023.02
479811;12380;2025-03-28;EUR;2026-03-23;1082651.99;1134151.68;1134151.68;1082651.99;255830.67
139794;12380;2025-06-03;EUR;2026-05-29;384860.65;463356.15;463356.15;384860.65;183289.88
446483;12380;2025-07-31;USD;2026-07-26;1675424.22;1675424.22;837712.11;837712.11;147290.73
401314;12380;2025-08-15;USD;2027-08-05;4577912.3;4577912.3;3433434.22;3433434.22;556988.87
218691;12380;2025-09-08;USD;2026-09-03;598202.39;598202.39;598202.39;598202.39;187566.36
368652;12380;2025-09-23;EUR;2026-09-18;3802716.2;3832941.96;3832941.96;3802716.2;93546.82
474014;12380;2025-09-28;EUR;2026-09-23;927214.4;934584.33;934584.33;927214.4;163977.87
211088;12380;2025-10-14;CNY;2030-10-13;4036759.66;576996.66;576996.66;4036759.66;1709769.55
221063;12380;2025-10-29;CNY;2032-10-27;1443047.17;206262.81;206262.81;1443047.17;55268.71
224550;12380;2025-11-09;CNY;2026-11-04;1091743.47;170558.18;170558.18;1091743.47;545544.21
150072;12380;2025-12-11;USD;2026-12-06;3160890.93;3160890.93;3160890.93;3160890.93;991413.44
311856;12380;2025-12-30;TRY;2027-12-20;4477035.72;120520.84;120520.84;4477035.72;1607927.38
175502;12380;2026-02-02;CNY;2031-02-01;1133245.07;155308.83;155308.83;1133245.07;262856.19
258685;12380;2026-02-05;EUR;2033-02-03;345172.01;399635.01;399635.01;345172.01;26681.8
428169;12380;2026-02-20;EUR;2027-02-15;986378.62;1142014.47;1142014.47;986378.62;287874.6
163215;12441;2024-01-10;EUR;2025-01-04;4042090.73;4351381.47;0.0;0.0;0.0
455159;12441;2024-01-27;USD;2025-01-21;3100206.32;3100206.32;0.0;0.0;0.0
483571;12441;2024-02-10;TRY;2025-02-04;4865691.77;167927.24;0.0;0.0;0.0
390727;12441;2024-02-24;CNY;2025-02-18;226788.15;31049.82;0.0;0.0;0.0
220801;12441;2024-03-08;CNY;2026-02-26;4765912.39;671824.49;0.0;0.0;0.0
230510;12441;2024-04-10;TRY;2026-03-31;2048041.59;68754.14;17188.54;512010.4;48020.18
175383;12441;2024-06-14;CNY;2025-06-09;2754851.08;373820.19;0.0;0.0;0.0
483423;12441;2024-07-20;EUR;2025-07-15;2969236.65;2958420.65;0.0;0.0;0.0
130448;12441;2024-09-01;CNY;2029-08-31;3178548.93;399890.25;311025.75;2472204.72;625783.69
179274;12441;2024-09-10;TRY;2026-08-31;1383688.86;41597.31;20798.66;691844.43;108256.36
320838;12441;2024-11-27;CNY;2029-11-26;3118059.15;448717.92;349002.83;2425157.12;880493.71
