krd_id;mno;pb;commitment_tutar
369299;10819;TRY;851160.22
506979;10819;USD;836274.98
142178;10819;CNY;130135.72
502989;10819;TRY;4576.5
242073;10819;TRY;134483.6
147454;10819;CNY;356770.16
409860;10819;CNY;742581.23
484942;10819;USD;701190.63
165942;10819;USD;695646.09
198687;10819;TRY;296150.34
203879;10819;EUR;294452.15
440127;10819;USD;968230.98
213923;10898;USD;725013.14
525551;10898;USD;16894.76
432378;10898;USD;786848.17
497250;10898;CNY;619938.55
236863;10898;USD;347086.79
316623;10898;USD;26068.84
430216;10898;TRY;291851.39
163351;10898;CNY;676534.33
504619;10898;CNY;313056.3
197305;10898;TRY;464246.91
462693;10898;CNY;296095.0
220627;10898;USD;214727.98
336650;10898;EUR;78415.16
475937;10898;CNY;1031600.3
317234;10898;TRY;622819.94
452463;10898;CNY;351853.48
461992;10898;TRY;335270.7
346936;10898;CNY;978.86
142309;10898;TRY;1402742.68
257935;10898;CNY;356073.31
267369;10898;EUR;451633.35
282480;10898;USD;422242.92
324211;10898;USD;1078227.4
360364;10898;CNY;892268.41
501368;10898;TRY;452224.02
300060;10898;EUR;22794.44
164886;10898;EUR;535288.94
132535;10917;USD;90833.22
176256;10917;USD;166231.21
171698;10917;EUR;709199.86
173026;10917;TRY;798052.38
390434;10917;USD;53691.74
179680;10917;CNY;523679.24
466928;10917;TRY;379816.01
382559;10917;EUR;1609111.52
255612;10917;TRY;891957.93
192446;10917;TRY;914230.17
192141;10917;TRY;425672.72
499465;10917;TRY;331768.21
411698;10917;TRY;822733.7
197699;10917;EUR;369093.9
471893;10917;EUR;85528.16
158258;10917;TRY;237194.54
204376;10917;TRY;863691.36
367579;10917;TRY;178476.29
531987;10917;CNY;15217.14
370705;10917;USD;173768.6
485151;10917;CNY;74965.0
152653;10917;USD;744373.33
522046;10917;EUR;1121612.91
475094;10917;CNY;1784419.57
287200;10917;TRY;194165.47
300949;10917;EUR;312877.95
262151;10917;TRY;559494.3
215359;10917;CNY;1045149.34
493227;11173;EUR;1027916.41
188707;11173;TRY;137678.01
331421;11173;TRY;590793.6
168792;11173;CNY;16143.3
218121;11173;USD;812738.77
344932;11173;CNY;1578002.81
267511;11173;CNY;302559.71
494710;11173;TRY;792933.53
172328;11173;CNY;948743.51
338370;11173;CNY;36778.29
212089;11173;USD;562381.56
509925;11173;TRY;419274.95
120671;11173;USD;1712488.62
277273;11173;CNY;305149.38
447697;11173;EUR;28794.24
236167;11173;EUR;760219.02
416511;11173;EUR;827323.68
498752;11173;CNY;153569.9
520640;11173;CNY;1000030.37
433129;11173;TRY;814602.03
337018;11173;CNY;126556.29
489882;11385;TRY;129825.07
385849;11385;USD;830530.8
398414;11385;USD;30298.78
540617;11385;TRY;330069.58
366910;11385;TRY;177238.73
390273;11385;CNY;57727.39
176078;11385;EUR;469916.45
369492;11385;USD;1576484.95
442756;11385;CNY;122382.84
148344;11385;USD;285538.67
234829;11385;EUR;102690.92
492452;11385;USD;935539.83
463112;11385;CNY;40053.54
350550;11385;CNY;651878.95
224699;11385;EUR;299315.06
431397;11385;EUR;196583.46
377964;11385;EUR;169291.64
160328;11385;USD;9095.19
471279;11385;CNY;472120.37
519265;11385;USD;155687.3
243544;11385;EUR;768510.5
236873;11385;CNY;11893.82
386515;11385;CNY;198642.38
367675;11385;TRY;159845.5
313415;11385;CNY;204356.54
143835;11385;TRY;247132.29
444135;11385;EUR;700117.33
170496;11496;CNY;924202.59
366824;11496;CNY;578953.56
188329;11496;CNY;669526.98
301773;11496;USD;112990.31
295788;11496;CNY;327278.79
485066;11496;EUR;573808.01
149826;11496;CNY;43963.0
461556;11496;EUR;28606.52
526654;11496;EUR;365115.21
504158;11496;TRY;2932.02
231048;11496;TRY;214744.27
258537;11496;TRY;993280.02
415008;11496;USD;103603.63
498324;11496;TRY;1752897.57
388217;11496;EUR;8272.57
330122;11496;CNY;520298.4
303187;11496;CNY;78889.16
422995;11496;TRY;1153732.64
151120;11496;USD;19308.1
359899;11496;TRY;1580894.79
147520;11496;CNY;36708.42
539377;11496;CNY;469889.27
537961;11510;EUR;192945.48
531501;11510;EUR;368160.35
452660;11510;TRY;66566.86
481020;11510;TRY;143914.96
236543;11510;CNY;5967.95
327231;11510;TRY;294151.09
500921;11510;TRY;906695.94
464396;11510;CNY;2525.96
203556;11510;USD;63659.96
345044;11510;TRY;770644.93
269455;11510;EUR;9456.68
275080;11510;EUR;42266.56
364745;11510;TRY;316425.06
208149;11510;CNY;829514.22
532306;11510;CNY;267476.18
407731;11510;USD;123164.55
329951;11510;CNY;1005844.67
400192;11510;USD;867.27
153801;11510;CNY;328188.5
297174;11510;CNY;158791.35
452129;11510;EUR;183953.09
459350;11510;EUR;486042.18
420267;11510;USD;954433.0
344239;11510;TRY;233317.86
300277;11531;CNY;148207.57
286753;11531;EUR;1025614.15
136937;11531;CNY;793433.24
367298;11531;USD;531558.26
193594;11531;CNY;106206.52
326518;11531;CNY;628410.13
299865;11531;USD;128511.43
493123;11531;TRY;63663.29
380263;11531;CNY;216123.34
146031;11531;USD;1536615.18
254201;11531;CNY;12418.51
438064;11531;CNY;1184062.19
392964;11531;USD;798604.44
123771;11531;CNY;881449.24
494989;11531;TRY;250637.3
544007;11531;CNY;458938.92
328784;11531;CNY;378442.02
278264;11531;CNY;154534.72
333716;11531;EUR;12571.84
355426;11531;USD;1538862.44
449552;11531;CNY;837649.09
260790;11531;USD;372430.85
244534;11707;USD;382299.91
459276;11707;CNY;113084.79
233898;11707;EUR;229470.99
338274;11707;USD;166982.74
315160;11707;CNY;335940.82
129393;11707;EUR;1761112.8
383398;11707;TRY;493768.65
320660;11707;CNY;2347.37
314521;11707;EUR;1733703.89
243480;11707;CNY;152100.41
280148;11707;EUR;1239761.42
341794;11707;USD;1116068.87
142443;11707;USD;33887.1
225941;11707;TRY;132734.02
470337;11707;EUR;163465.6
270801;11707;USD;359143.78
478805;11707;USD;496318.35
331518;11707;USD;32046.52
546339;11707;TRY;1716310.1
155406;11707;EUR;617244.91
433547;11707;EUR;1242169.55
414637;11707;USD;325938.35
186767;11707;USD;204575.72
336957;11707;USD;91.12
406039;11707;USD;594087.59
180468;11707;USD;181100.46
359720;11707;CNY;363863.69
411016;11707;USD;237677.94
237040;11707;EUR;26261.79
237895;12130;CNY;540434.78
367290;12130;USD;83620.99
250048;12130;CNY;521077.21
523180;12130;CNY;39741.42
462718;12130;CNY;98010.61
130026;12130;USD;1139362.56
274611;12130;USD;847923.19
162266;12130;TRY;1089757.65
531845;12130;EUR;269770.77
288932;12130;USD;76527.45
387809;12130;TRY;188201.11
465220;12130;EUR;1122968.81
427775;12130;CNY;447937.94
188414;12130;TRY;14216.55
166663;12130;USD;6293.4
531020;12130;EUR;1330604.54
478829;12130;TRY;496084.02
450669;12130;USD;683863.53
529447;12130;USD;621905.69
532625;12130;USD;168106.11
455359;12130;CNY;16490.03
401493;12130;CNY;152549.92
232615;12130;EUR;546491.7
464386;12130;CNY;461354.99
308355;12130;CNY;218344.83
334352;12130;EUR;722931.67
135179;12130;TRY;3375.27
140880;12130;TRY;1248186.28
300541;12130;USD;231.31
289687;12380;EUR;716751.6
311772;12380;TRY;140871.13
381234;12380;CNY;314683.75
177464;12380;EUR;112374.49
479690;12380;EUR;103077.65
164060;12380;EUR;459855.73
139275;12380;CNY;955688.12
241559;12380;TRY;149246.84
351844;12380;USD;550553.62
397589;12380;USD;129643.2
479811;12380;EUR;124537.17
139794;12380;EUR;24836.84
446483;12380;USD;65462.52
401314;12380;USD;193281.02
218691;12380;USD;154480.95
368652;12380;EUR;909313.92
474014;12380;EUR;52088.91
211088;12380;CNY;273179.36
221063;12380;CNY;54790.95
224550;12380;CNY;426888.18
150072;12380;USD;132960.48
311856;12380;TRY;935345.53
175502;12380;CNY;422164.67
258685;12380;EUR;961.76
428169;12380;EUR;293597.35
163215;12441;EUR;1363113.12
455159;12441;USD;139002.32
483571;12441;TRY;947065.91
390727;12441;CNY;31665.04
220801;12441;CNY;870136.38
230510;12441;TRY;281438.34
175383;12441;CNY;1012837.9
483423;12441;EUR;882430.32
130448;12441;CNY;1176048.2
179274;12441;TRY;215790.66
320838;12441;CNY;1126999.5
287082;12441;EUR;862615.64
362419;12441;EUR;165937.66
528855;12441;TRY;36197.62
161979;12441;TRY;131786.84
359469;12441;TRY;167657.79
454297;12441;CNY;888128.2
462657;12441;TRY;345140.26
159592;12441;EUR;1121930.38
321975;12441;CNY;1538427.19
405278;12441;USD;5569.84
484480;12441;EUR;483775.92
185707;12441;EUR;205619.48
202828;12441;TRY;767880.8
262217;12441;TRY;816931.69
166812;12614;CNY;189426.6
432592;12614;EUR;10178.94
547826;12614;TRY;781922.81
322310;12614;EUR;434029.83
546784;12614;USD;488563.22
224726;12614;USD;958598.1
250161;12614;TRY;1592891.65
173848;12614;EUR;18669.14
528404;12614;TRY;1063969.56
515819;12614;CNY;54329.79
399975;12614;EUR;681099.33
254450;12614;EUR;1100024.07
180810;12614;TRY;72808.83
490141;12614;TRY;87804.58
342075;12614;CNY;1249966.65
123346;12614;USD;92225.44
375313;12614;TRY;1050226.45
308105;12614;CNY;287575.65
335360;12614;CNY;588915.34
186157;12614;CNY;1259036.53
373629;12614;USD;69776.66
387741;12614;TRY;239448.8
266654;12614;TRY;110514.07
309679;12614;EUR;1910413.93
336560;12614;USD;620352.38
167756;12871;CNY;348086.29
395155;12871;TRY;727630.7
283042;12871;USD;51954.43
142054;12871;TRY;651019.88
271789;12871;TRY;35672.33
549091;12871;CNY;22779.71
169806;12871;CNY;969621.34
200584;12871;CNY;491480.46
374111;12871;USD;188502.55
339310;12871;EUR;7102.42
451992;12871;USD;637718.75
200872;12871;EUR;69728.31
211118;12871;EUR;134221.86
407957;12871;CNY;451484.99
450175;12871;CNY;4152.23
508256;12871;TRY;163488.79
145473;12871;TRY;549222.03
180559;13265;CNY;173295.25
340104;13265;TRY;114812.82
493192;13265;USD;124747.09
427027;13265;USD;338976.03
238211;13265;TRY;191635.99
266335;13265;USD;827193.5
446949;13265;CNY;485246.5
131841;13265;CNY;674169.57
485879;13265;EUR;265487.12
327949;13265;EUR;459168.68
499843;13265;EUR;8103.3
130607;13265;EUR;22423.01
314953;13265;USD;6256.09
534383;13265;TRY;921114.86
433060;13265;USD;296491.64
320656;13265;TRY;69731.3
122000;13265;CNY;1135390.22
397574;13265;TRY;16139.94
208278;13265;USD;1325997.41
260990;13265;CNY;1262523.0
252119;13265;TRY;330671.63
472834;13265;EUR;182193.45
412682;13265;TRY;379963.77
204273;13265;EUR;5673.48
234243;13265;CNY;5151.2
423287;13265;CNY;628382.71
225691;13265;USD;1494788.96
381115;13265;USD;1455.6
408182;13265;TRY;88775.79
429723;13265;EUR;261216.68
342365;13265;EUR;613849.35
217380;13265;CNY;706622.61
360603;13344;USD;1273180.02
454253;13344;TRY;37019.04
131488;13344;USD;36511.39
368720;13344;EUR;6054.56
537728;13344;USD;272122.98
283118;13344;EUR;798464.06
431307;13344;EUR;538457.16
397265;13344;USD;320991.71
355817;13344;TRY;45926.04
332593;13344;TRY;1739599.5
268317;13344;USD;254172.65
454868;13344;EUR;301368.59
206782;13344;CNY;27627.61
216405;13344;TRY;345278.33
225752;13344;EUR;1215842.11
263407;13344;TRY;241205.99
498555;13344;USD;46514.11
422394;13344;CNY;980163.19
529632;13344;EUR;457000.04
507330;13344;TRY;315373.08
464228;13344;EUR;18553.25
541850;13350;TRY;29819.71
182435;13350;CNY;14762.97
337376;13350;USD;1184344.42
257246;13350;TRY;226554.89
336361;13350;EUR;38984.26
492652;13350;EUR;400552.41
138207;13350;TRY;26114.22
301828;13350;TRY;868259.1
241462;13350;CNY;1783651.91
426028;13350;TRY;449329.89
494010;13350;TRY;129260.74
379191;13350;CNY;908940.69
246888;13350;CNY;840971.04
353788;13350;USD;66586.67
246740;13350;CNY;220861.12
442635;13350;TRY;1734753.16
394205;13350;CNY;256117.98
549068;13350;USD;102743.61
250902;13350;CNY;270695.68
277549;13350;USD;643193.13
356744;13350;USD;303899.5
206327;13350;TRY;210815.81
543156;13350;USD;1390403.49
151082;13350;USD;320133.91
483578;13350;TRY;232111.65
140081;13350;EUR;855882.97
266113;13350;USD;1352311.42
471191;13350;EUR;330980.49
168107;13350;EUR;344724.66
456935;13563;TRY;775.04
401741;13563;USD;337710.93
517034;13563;CNY;319100.86
428483;13563;CNY;944251.82
438204;13563;TRY;92177.14
479700;13563;CNY;1359820.68
328653;13563;EUR;515577.54
323645;13563;USD;563553.83
190144;13563;CNY;1288799.11
286649;13563;CNY;1465587.2
468393;13563;CNY;442924.91
520149;13563;USD;936661.83
206719;13563;USD;322944.19
191846;13563;EUR;782395.97
251963;13563;TRY;165062.23
464772;13563;USD;1009307.18
423808;13563;EUR;195754.04
400826;13563;TRY;515779.99
540091;13563;USD;2371.7
508974;13563;EUR;290718.16
377217;14216;CNY;706333.67
164956;14216;EUR;184010.6
454994;14216;EUR;122333.83
184610;14216;USD;36583.1
390414;14216;CNY;1052728.38
399855;14216;TRY;49453.61
260671;14216;CNY;666902.66
239610;14216;USD;31669.58
281700;14216;TRY;192502.58
345480;14216;EUR;990793.14
169934;14216;TRY;1232131.26
315586;14216;USD;986944.4
310470;14216;USD;948709.87
341414;14216;CNY;77318.1
143968;14216;TRY;376007.91
129825;14216;EUR;880187.04
437994;14216;CNY;1666774.36
349723;14216;TRY;1492781.4
193374;14216;TRY;1048020.52
523162;14216;CNY;66213.7
126684;14389;EUR;20880.1
390529;14389;EUR;539144.47
335854;14389;TRY;363980.69
197530;14389;CNY;228198.54
547314;14389;USD;538842.62
191583;14389;CNY;372088.59
373093;14389;EUR;54609.68
135532;14389;TRY;488628.39
491028;14389;CNY;326991.97
346816;14389;USD;1108094.17
393670;14389;EUR;711415.25
373887;14389;CNY;718136.23
340113;14389;USD;421684.27
309319;14389;EUR;234807.9
182026;14389;EUR;1376452.17
327797;14389;USD;436269.45
344556;14389;TRY;1523135.57
548200;14389;TRY;216603.19
225323;14389;USD;24744.92
198413;14389;USD;577487.13
160809;14389;CNY;648115.85
382281;14565;USD;396836.97
454084;14565;EUR;1139427.97
496073;14565;EUR;647411.57
123201;14565;USD;1448947.63
425078;14565;USD;497021.17
475014;14565;TRY;188360.28
404934;14565;USD;589929.02
274027;14565;EUR;389686.77
318515;14565;TRY;663233.05
289660;14565;CNY;551512.04
224752;14565;CNY;427231.58
451027;14565;TRY;30463.54
357000;14565;TRY;488420.79
213827;14565;CNY;376873.98
214967;14663;CNY;1054877.87
462714;14663;CNY;16241.01
365377;14663;CNY;23804.17
501668;14663;CNY;465036.74
148455;14663;TRY;44723.89
394051;14663;TRY;738639.38
141144;14663;EUR;896411.11
131768;14663;EUR;354092.37
451823;14663;TRY;387393.29
153082;14663;USD;129139.21
339802;14663;CNY;658561.5
495871;14663;EUR;262173.86
401861;14663;TRY;46467.15
127231;14663;CNY;889295.89
345123;14663;TRY;43163.8
195420;14663;USD;1348349.92
157337;14663;TRY;254432.36
339500;14663;EUR;4022.2
185260;14684;TRY;841342.78
548214;14684;TRY;819898.35
514397;14684;USD;535254.09
159343;14684;EUR;124104.08
164630;14684;USD;281638.44
488493;14684;EUR;468006.87
222523;14684;EUR;758798.48
304037;14684;CNY;111288.25
250138;14684;TRY;314839.52
204081;14684;TRY;301711.44
362747;14684;CNY;166280.74
222103;14684;USD;298112.64
324855;14684;TRY;92854.9
274018;14684;USD;65529.09
173598;14684;CNY;1077515.9
210521;14684;EUR;155005.34
490974;14684;USD;1563373.69
222457;14684;CNY;885205.79
525991;14684;CNY;637252.53
408410;14684;CNY;1561178.09
536231;14684;EUR;193985.03
410236;14684;USD;436173.25
192859;14684;USD;434725.26
278211;14787;CNY;263758.5
170009;14787;CNY;217815.43
534769;14787;CNY;925007.22
437802;14787;EUR;51419.44
493874;14787;EUR;238609.24
367702;14787;USD;54710.47
150270;14787;TRY;348973.29
300485;14787;EUR;530979.73
338510;14787;EUR;1067496.81
419871;14787;CNY;265107.65
239515;14787;EUR;1795892.02
455826;14787;CNY;745314.73
130661;14787;USD;461272.16
290490;14787;EUR;1549671.35
431633;14787;CNY;416975.01
213020;14787;USD;168718.26
335155;14787;TRY;1045672.33
285463;14787;USD;41550.75
435859;14787;TRY;695181.73
339988;14787;USD;812060.44
139589;14787;USD;126738.47
141597;14787;TRY;23099.34
437017;14787;CNY;982280.6
442137;14787;CNY;287165.97
457990;14787;USD;38844.96
513265;14787;CNY;210308.46
442536;14787;USD;480263.03
260219;14787;USD;313590.78
301407;14787;USD;370610.39
333474;14859;EUR;256416.29
510987;14859;EUR;631866.87
215083;14859;CNY;234989.38
349876;14859;TRY;85665.63
307845;14859;USD;925372.84
470531;14859;CNY;1004112.17
483872;14859;CNY;406456.07
131413;14859;USD;63799.79
161087;14859;EUR;376165.58
399068;14859;USD;1685712.7
349088;14859;TRY;49695.88
322558;14859;USD;182895.77
277156;14859;CNY;126362.3
430203;14859;EUR;99463.47
441424;14859;CNY;603256.45
189945;14859;USD;65203.77
120358;14859;TRY;286505.18
178293;14859;TRY;53474.02
431976;14859;USD;478348.45
534448;14859;CNY;739231.2
356115;14859;USD;42706.68
538010;14908;CNY;308492.44
201328;14908;USD;390296.72
383645;14908;USD;545382.5
529689;14908;EUR;481570.8
326011;14908;TRY;400789.59
293533;14908;CNY;73968.6
269384;14908;TRY;140206.04
228673;14908;EUR;336877.08
485765;14908;EUR;532644.61
330137;14908;EUR;245133.33
240596;14908;USD;662518.7
125553;14908;TRY;904774.11
205064;14908;CNY;181541.5
277227;14908;TRY;1287078.88
500278;14908;USD;75492.81
501356;14908;USD;677789.23
542686;14908;CNY;85467.02
419712;14908;EUR;322215.76
432698;14908;TRY;608995.45
170849;14908;EUR;224969.4
201235;15021;TRY;98862.09
515531;15021;EUR;663717.8
153154;15021;CNY;394115.38
167476;15021;CNY;10423.66
131919;15021;TRY;1706803.44
167320;15021;TRY;784459.07
226534;15021;EUR;179679.07
192811;15021;EUR;184449.58
346228;15021;USD;198257.96
346137;15021;TRY;161535.34
160310;15021;TRY;438067.12
419772;15021;EUR;354511.36
447727;15021;USD;883505.45
465458;15021;USD;607302.12
186525;15021;TRY;22007.95
172205;15021;CNY;546457.91
536796;15021;TRY;418017.18
476282;15021;USD;566188.4
439952;15021;EUR;50154.98
128536;15021;EUR;593445.67
456062;15021;CNY;1014831.47
211784;15021;EUR;4987.13
458627;15415;EUR;131948.83
427295;15415;USD;788318.84
410094;15415;CNY;25412.72
166818;15415;TRY;248784.83
124869;15415;USD;130067.23
337802;15415;EUR;40437.23
316204;15415;USD;463338.33
309526;15415;USD;470459.2
238414;15415;TRY;431919.59
396010;15415;EUR;596901.36
234528;15415;TRY;259383.89
298727;15415;EUR;776431.74
150415;15415;USD;241428.48
436776;15415;EUR;749685.64
477413;15415;EUR;494857.48
168996;15415;EUR;270219.92
312061;15415;TRY;229102.18
143244;15415;EUR;1248866.93
174292;15415;USD;354406.95
539878;15415;EUR;112759.19
441689;15415;CNY;55056.91
313324;15908;CNY;264917.3
457282;15908;CNY;58088.0
192969;15908;TRY;159105.04
442337;15908;USD;626614.89
213170;15908;TRY;47608.17
477669;15908;EUR;34430.71
438553;15908;CNY;1271063.09
531912;15908;EUR;329656.05
531239;15908;EUR;576358.19
181793;15908;CNY;11068.19
143969;15908;USD;312.98
431443;15908;EUR;59596.6
307220;15908;USD;178112.17
252477;15908;USD;591377.77
124665;15908;EUR;1139567.47
470298;15908;CNY;325521.61
190303;15908;EUR;1075068.34
145034;15908;CNY;111860.17
299657;15908;USD;134674.72
208074;15908;TRY;389682.85
368506;16801;TRY;253835.27
494501;16801;EUR;99027.65
463020;16801;TRY;25112.99
139218;16801;CNY;637619.69
413093;16801;CNY;958330.77
511820;16801;USD;50952.42
433411;16801;USD;165802.89
126470;16801;CNY;50322.7
480070;16801;CNY;1474813.82
207022;16801;TRY;136201.49
460182;16801;CNY;96864.99
296980;16801;CNY;1329733.51
542282;16801;CNY;1269934.56
274233;16801;TRY;1076673.8
496262;16801;EUR;989197.31
365055;16801;EUR;14240.5
300286;16801;USD;88243.91
158210;16801;USD;59739.41
444157;16801;TRY;22882.54
533815;16801;EUR;1063505.08
248833;16801;CNY;322450.74
384839;16801;USD;841684.58
123729;16801;TRY;355205.15
314424;16801;EUR;682806.66
452422;16801;TRY;57796.68
459318;16801;CNY;764772.38
315719;16801;USD;68914.24
144346;16801;USD;88531.74
449387;16801;USD;369662.63
385776;16801;CNY;690034.52
510833;16801;TRY;96514.73
479597;17231;EUR;967212.75
199363;17231;EUR;1474414.65
128515;17231;EUR;230665.86
131429;17231;EUR;24815.35
304363;17231;CNY;742502.1
461267;17231;TRY;550477.39
139555;17231;USD;1883934.95
452000;17231;EUR;592795.84
192560;17231;USD;166291.24
382693;17231;CNY;242284.01
160822;17231;EUR;216183.96
460832;17231;EUR;253353.43
176641;17231;TRY;752.01
416648;17231;CNY;1220516.07
518461;17231;EUR;138333.52
152523;17231;TRY;3487.93
302754;17231;CNY;819691.04
314492;17231;CNY;112918.42
455795;17231;EUR;158535.86
424259;17231;TRY;584357.21
501060;17235;TRY;214872.7
535122;17235;USD;788524.1
497012;17235;USD;1072006.1
184084;17235;EUR;1053239.99
431332;17235;CNY;625148.25
488977;17235;CNY;215794.38
290984;17235;TRY;942186.16
454338;17235;USD;106260.78
473198;17235;CNY;392717.21
161537;17235;USD;611116.79
467151;17235;EUR;1684167.09
536598;17235;EUR;503613.98
221720;17235;TRY;490402.34
420900;17235;EUR;553467.92
129963;17235;CNY;76288.97
201479;17235;USD;372365.15
164406;17235;EUR;1003193.98
317161;17235;CNY;237079.47
307079;17235;TRY;109751.37
148850;17235;TRY;1347478.47
357212;17235;EUR;768379.14
166027;17235;EUR;907257.56
428738;17235;CNY;269707.73
139642;17235;CNY;1530800.16
209397;17382;TRY;958809.54
225238;17382;TRY;11264.96
259973;17382;EUR;125272.05
342305;17382;CNY;76216.79
162977;17382;USD;519788.62
353561;17382;USD;175917.4
542681;17382;USD;566515.68
388772;17382;EUR;312852.47
433205;17382;TRY;737247.52
306270;17382;USD;639256.84
141507;17382;EUR;352010.81
464616;17382;USD;1478468.96
332909;17382;USD;39228.49
267289;17382;USD;17326.22
268684;17382;CNY;576447.26
409057;17382;EUR;54026.11
208415;17382;TRY;16814.07
386594;17382;USD;247798.69
155133;17382;EUR;96510.79
149312;17382;USD;792157.62
306547;17382;EUR;924773.91
539751;17382;EUR;383620.73
380153;17382;TRY;1579978.34
425558;17382;EUR;852447.04
161395;17382;USD;1097967.86
120820;17930;CNY;1906771.16
220193;17930;USD;376992.79
213040;17930;USD;68317.79
135108;17930;EUR;214987.0
438282;17930;EUR;1531473.48
267596;17930;TRY;64845.41
359955;17930;CNY;562343.48
191951;17930;USD;276276.66
299477;17930;EUR;39048.8
266709;17930;CNY;557055.43
313672;17930;CNY;162004.46
443233;17930;CNY;251864.14
336397;17930;USD;357380.51
329049;17930;USD;403772.35
246336;17930;USD;513343.69
384185;17930;USD;446091.69
175821;17930;EUR;510390.85
529533;17930;TRY;410603.3
357421;17930;TRY;249120.72
312708;17930;EUR;320063.24
123092;17930;TRY;1358466.05
170627;17930;TRY;136897.24
460703;18026;EUR;284094.55
140680;18026;CNY;343874.12
408618;18026;USD;726680.39
433464;18026;EUR;1673723.7
298705;18026;CNY;84240.57
409774;18026;USD;1608750.23
240767;18026;USD;1037546.9
398134;18026;TRY;193528.34
343407;18026;CNY;495776.39
293152;18026;EUR;88640.26
549963;18026;USD;996330.55
213700;18026;USD;1136532.19
258010;18026;CNY;267131.34
439983;18026;USD;1305782.71
345762;18026;USD;204298.25
548400;18026;USD;1073553.48
526426;18026;TRY;582175.28
299205;18026;CNY;151985.19
374074;18026;TRY;195247.22
547507;18026;TRY;159109.33
506603;18026;USD;793359.54
135391;18026;CNY;1031295.36
541704;18026;CNY;1170521.79
508861;18080;CNY;628987.8
208202;18080;CNY;1480506.04
366696;18080;TRY;474383.89
376679;18080;CNY;1467169.54
455015;18080;USD;395039.26
161428;18080;CNY;848702.7
540476;18080;EUR;405317.56
332126;18080;USD;53442.26
450060;18080;USD;425746.01
284930;18080;USD;83570.64
460797;18080;USD;1652540.5
164212;18080;USD;60372.23
389864;18080;USD;181974.17
269192;18080;TRY;909004.32
179745;18080;CNY;1088307.91
337301;18080;TRY;180262.18
468830;18080;TRY;475336.43
471448;18080;USD;679986.6
464318;18080;CNY;602320.01
417198;18080;EUR;1412503.66
153203;18080;USD;953431.54
191035;18080;TRY;79221.77
514469;18080;USD;508237.68
146256;18080;USD;231131.5
466141;18080;CNY;638543.83
252339;18080;USD;21686.2
243729;18080;CNY;278190.39
404253;18080;TRY;687060.95
492817;18080;TRY;389894.25
122716;18080;TRY;480781.35
400162;18080;CNY;94577.32
275200;18080;TRY;126517.03
309399;18080;TRY;44938.04
523157;18080;CNY;1505241.28
266683;18134;TRY;444170.13
147151;18134;TRY;454273.25
248215;18134;USD;203812.97
205197;18134;CNY;407223.35
304674;18134;EUR;658255.77
367257;18134;TRY;199046.29
489904;18134;EUR;444018.68
365948;18134;USD;1785176.97
500626;18134;CNY;466415.62
454353;18134;TRY;246861.71
431387;18134;TRY;662753.55
531512;18134;TRY;6534.51
383280;18134;TRY;249487.65
377805;18134;USD;240895.49
424251;18134;TRY;8069.33
237722;18134;CNY;766610.85
128616;18134;TRY;29971.65
287308;18134;TRY;1125384.19
403239;18134;USD;1461.76
158666;18134;CNY;803185.1
359768;18134;EUR;290240.55
230895;18134;CNY;1535929.48
297778;18134;TRY;1312657.26
539169;18240;USD;607850.47
297438;18240;EUR;185349.71
246076;18240;TRY;59237.54
455712;18240;EUR;278236.39
359036;18240;CNY;804072.31
148609;18240;USD;63149.93
405071;18240;CNY;345034.86
475628;18240;EUR;387711.5
162584;18240;USD;331056.75
381493;18240;EUR;138610.9
295658;18240;CNY;161536.08
362249;18240;EUR;659843.25
498944;18240;USD;267748.58
387361;18240;EUR;65498.02
282650;18240;TRY;1230070.6
371175;18240;CNY;221183.19
210282;18240;TRY;162722.47
159314;18240;USD;1061928.41
487787;18240;CNY;411823.03
198565;18240;EUR;594626.22
521632;18240;EUR;54585.47
320529;18240;CNY;1167612.6
387236;18240;CNY;416463.09
230524;18240;CNY;369297.17
250148;18240;CNY;345864.44
412733;18310;TRY;13422.5
486188;18310;TRY;456721.85
491913;18310;EUR;652858.15
505462;18310;USD;519352.46
344661;18310;TRY;105495.68
295645;18310;USD;1400939.09
174583;18310;TRY;99117.68
124287;18310;TRY;372902.81
231091;18310;EUR;495226.5
284319;18310;TRY;635167.57
371145;18310;TRY;214583.21
312199;18310;USD;31620.77
353343;18310;USD;335072.82
360953;18310;TRY;776086.04
522385;18310;EUR;935569.07
176500;18310;EUR;715269.91
349753;18310;USD;956320.29
476365;18310;EUR;1240021.23
242758;18528;USD;1087822.8
424399;18528;CNY;1418618.65
430497;18528;EUR;454184.65
283626;18528;TRY;430146.36
479056;18528;TRY;1492180.11
476206;18528;TRY;185241.69
475860;18528;CNY;547528.9
514465;18528;TRY;285620.91
320968;18528;EUR;661498.26
192999;18528;TRY;952345.17
533197;18528;CNY;1368004.08
434701;18528;EUR;113454.83
194266;18528;EUR;667911.44
256726;18528;TRY;1965.18
382732;18528;USD;24566.28
191539;18528;EUR;448153.74
252809;18528;EUR;523346.27
169663;18528;USD;205747.36
471976;18528;TRY;89919.34
143224;18528;USD;1162958.17
245080;18528;USD;470298.18
541063;18528;TRY;73395.48
423031;18528;EUR;262769.32
512448;18528;CNY;33974.32
159043;18528;TRY;99281.66
442619;18528;USD;21002.63
426555;18528;CNY;969184.78
508318;18573;TRY;524131.1
219627;18573;USD;778164.01
393208;18573;CNY;627033.29
