krd_id;mno;krd_ref;lcy_tutar;usd_tutar;para_birimi;valor;vade;odeme_sablonu;krd_program;yapilandirma;teminat_tur_id;teminat;teminat_tutar;faiz_oran
514608;8617;32;3988917.21;4428289.5;EUR;2026-02-18;2028-02-08;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;5786021.41;0.5432
497493;8735;1;3739810.98;519301.02;CNY;2024-01-21;2025-01-15;360_gun_tek_taksit;isletme_kredi;0;300;Kefalet;4337523.83;0.0601
519988;8735;2;3445344.34;115659.05;TRY;2024-01-24;2025-01-18;360_gun_tek_taksit;reeskont;0;300;Kefalet;3559707.03;0.6149
219627;8735;3;4765912.39;686096.87;CNY;2024-03-08;2026-02-26;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;4475091.93;0.8943
217946;8735;4;4624807.2;5122484.3;EUR;2024-03-26;2025-03-21;360_gun_tek_taksit;reeskont;0;200;Ipotek;2312833.3;0.6964
453274;8735;5;2856440.35;3163822.88;EUR;2024-03-29;2029-03-28;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;2200415.15;0.1129
535140;8735;6;3965172.73;3965172.73;USD;2024-04-07;2025-04-02;360_gun_tek_taksit;reeskont;0;200;Ipotek;3381911.57;0.6813
461330;8735;7;638270.63;89010.57;CNY;2024-05-01;2025-04-26;360_gun_2_taksit;isletme_kredi;0;300;Kefalet;747795.1;0.3642
503218;8735;8;1240407.68;40808.25;TRY;2024-05-10;2029-05-09;5_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;1111736.13;0.984
428971;8735;9;1725580.15;240642.25;CNY;2024-05-17;2026-05-07;720_gun_4_taksit;isletme_kredi;0;200;Ipotek;1758915.4;0.6166
307955;8735;10;2822740.96;415477.5;CNY;2024-06-20;2025-06-15;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;1442645.42;0.417
180853;8735;11;90565.85;12193.0;CNY;2024-09-01;2026-08-22;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;118044.59;0.4003
421445;8735;12;477165.33;63299.91;CNY;2024-10-14;2025-10-09;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;634075.51;0.577
458456;8735;13;2921810.74;3030891.03;EUR;2024-10-23;2026-10-13;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;1698010.86;0.5635
296454;8735;14;552541.29;16739.52;TRY;2024-12-07;2031-12-06;7_yil_9_taksit;yatirim_kredi;0;300;Kefalet;397268.25;0.6047
268219;8735;15;371670.12;371670.12;USD;2025-01-15;2026-01-10;360_gun_tek_taksit;reeskont;0;300;Kefalet;390524.97;0.0481
160088;8735;16;1406121.39;183662.53;CNY;2025-02-07;2032-02-06;7_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;1985512.6;0.8414
336229;8735;17;4558958.05;5336475.47;EUR;2025-05-22;2026-05-17;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;2658448.85;0.8458
151591;8735;18;1305841.58;1305841.58;USD;2025-06-17;2026-06-12;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;797612.73;0.9471
258053;8735;19;605464.86;632165.76;EUR;2025-08-02;2032-07-31;7_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;462375.74;0.8421
220931;8735;20;3094274.6;457600.22;CNY;2025-08-22;2032-08-20;7_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;3937051.27;0.7786
231071;8735;21;3173405.6;3191540.59;EUR;2025-09-01;2027-08-22;720_gun_4_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;3755806.73;0.7394
359623;8735;22;2925367.89;343189.51;CNY;2025-10-02;2026-09-27;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;3938362.33;0.6212
462396;8735;23;4739199.2;125801.97;TRY;2025-11-04;2032-11-02;7_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;4549295.6;0.5732
384839;8735;24;2794100.21;404883.05;CNY;2025-11-19;2027-11-09;720_gun_4_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;2331324.25;0.1981
187309;8735;25;4301124.05;114173.27;TRY;2025-11-23;2026-11-18;360_gun_tek_taksit;reeskont;0;300;Kefalet;3212489.58;0.5383
422855;8735;26;3196118.07;86229.85;TRY;2025-12-08;2032-12-06;7_yil_9_taksit;yatirim_kredi;0;300;Kefalet;1941457.4;0.2856
412533;8735;27;4993354.99;5245408.06;EUR;2026-01-07;2027-12-28;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;3662883.47;0.644
246845;8735;28;1282100.29;1282100.29;USD;2026-02-24;2028-02-14;720_gun_4_taksit;isletme_kredi;0;300;Kefalet;1455621.85;0.0332
376286;8758;1;4826628.01;4826628.01;USD;2024-01-04;2024-12-29;360_gun_2_taksit;isletme_kredi;0;300;Kefalet;5838555.35;0.4865
266683;8758;2;4581664.05;156668.08;TRY;2024-03-04;2025-02-27;360_gun_tek_taksit;isletme_kredi;0;300;Kefalet;6184966.65;0.8405
155543;8758;3;3473725.61;500074.71;CNY;2024-03-22;2025-03-17;360_gun_tek_taksit;reeskont;0;300;Kefalet;4984378.76;0.7126
548286;8758;4;4967085.5;715057.58;CNY;2024-03-27;2031-03-26;7_yil_9_taksit;yatirim_kredi;0;200;Ipotek;2525207.07;0.1233
460384;8758;5;552252.2;76629.37;CNY;2024-04-15;2025-04-10;360_gun_tek_taksit;reeskont;0;300;Kefalet;448798.85;0.7644
543967;8758;6;2080558.15;2188274.79;EUR;2024-04-25;2025-04-20;360_gun_tek_taksit;reeskont;0;300;Kefalet;1070566.76;0.5594
139199;8758;7;4946952.54;4946952.54;USD;2024-06-18;2029-06-17;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;6625737.8;0.1618
181983;8758;8;1649842.54;54992.92;TRY;2024-08-02;2026-07-23;720_gun_4_taksit;isletme_kredi;0;200;Ipotek;1927604.03;0.5199
128683;8758;9;71563.56;82994.5;EUR;2024-08-24;2031-08-23;7_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;81897.15;0.9169
398622;8758;10;1612664.09;201708.82;CNY;2024-12-10;2029-12-09;5_yil_9_taksit;yatirim_kredi;0;200;Ipotek;1773260.22;0.9826
258477;8758;11;4770693.08;596708.8;CNY;2024-12-26;2025-12-21;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;4213307.78;0.7004
172535;8758;12;2130656.19;63924.54;TRY;2025-01-29;2027-01-19;720_gun_4_taksit;isletme_kredi;0;300;Kefalet;2416413.79;0.6036
321975;8758;13;3316106.46;3509294.0;EUR;2025-03-22;2027-03-12;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;2004455.65;0.3935
179782;8758;14;3762017.67;3664165.67;EUR;2025-04-07;2032-04-05;7_yil_9_taksit;yatirim_kredi;0;300;Kefalet;3502238.04;0.2769
464779;8758;15;2822562.72;381803.89;CNY;2025-07-10;2032-07-08;7_yil_9_taksit;yatirim_kredi;0;300;Kefalet;3765163.92;0.936
406446;8758;16;2609615.3;79242.3;TRY;2025-08-19;2027-08-09;720_gun_4_taksit;yatirim_kredi;0;300;Kefalet;3193092.26;0.5162
443675;8758;17;4166448.78;4190258.69;EUR;2025-09-15;2027-09-05;720_gun_4_taksit;isletme_kredi;0;300;Kefalet;4427496.07;0.868
167655;8758;18;1380157.27;1388044.42;EUR;2025-09-18;2026-09-13;360_gun_tek_taksit;reeskont;0;200;Ipotek;1496736.93;0.3058
455266;8758;19;3887560.86;3784559.31;EUR;2025-10-08;2026-10-03;360_gun_tek_taksit;reeskont;0;200;Ipotek;4079142.38;0.4265
375225;8758;20;435787.05;11567.96;TRY;2025-11-18;2032-11-16;7_yil_9_taksit;yatirim_kredi;0;200;Ipotek;619413.07;0.1876
412598;8758;21;4626114.1;124810.51;TRY;2025-12-08;2026-12-03;360_gun_tek_taksit;reeskont;0;200;Ipotek;5124726.58;0.2529
546323;8758;22;448088.35;12976.75;TRY;2026-01-17;2028-01-07;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;384843.47;0.0926
384185;8758;23;3425115.53;548002.12;CNY;2026-02-01;2031-01-31;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;3361064.12;0.4767
314868;8758;24;4674508.89;747899.09;CNY;2026-02-03;2027-01-29;360_gun_tek_taksit;reeskont;0;200;Ipotek;4095159.9;0.8595
291928;8758;25;657594.62;730027.52;EUR;2026-02-19;2031-02-18;5_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;773887.67;0.8791
396914;8843;1;1960908.93;272287.02;CNY;2024-01-03;2025-12-23;720_gun_4_taksit;isletme_kredi;0;300;Kefalet;1890919.72;0.0306
294569;8843;2;744341.26;24987.29;TRY;2024-01-12;2025-01-06;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;727114.88;0.8603
248215;8843;3;2311932.56;311738.54;CNY;2024-02-17;2031-02-15;7_yil_9_taksit;yatirim_kredi;0;200;Ipotek;1420946.88;0.91
128056;8843;4;2768732.16;3066676.39;EUR;2024-03-09;2025-03-04;360_gun_tek_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;2096737.95;0.4637
520092;8843;5;2427309.88;79856.23;TRY;2024-05-17;2025-05-12;360_gun_tek_taksit;reeskont;0;200;Ipotek;3048875.6;0.7842
502716;8843;6;243239.47;243239.47;USD;2024-05-24;2025-05-19;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;170505.55;0.0996
122533;8843;7;1100782.69;153598.81;CNY;2024-07-09;2026-06-29;720_gun_4_taksit;isletme_kredi;0;200;Ipotek;1528666.75;0.5714
487445;8843;8;1872231.99;1920160.43;EUR;2024-09-07;2026-08-28;720_gun_4_taksit;isletme_kredi;0;300;Kefalet;1692667.83;0.5935
409774;8843;9;4068196.49;124873.28;TRY;2024-09-12;2031-09-11;7_yil_9_taksit;yatirim_kredi;0;300;Kefalet;4899055.98;0.4803
334661;8843;10;932883.3;932883.3;USD;2024-10-19;2029-10-18;5_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;856374.6;0.6714
198391;8843;11;3242672.14;3242672.14;USD;2024-10-20;2025-10-15;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;3459433.73;0.8844
431307;8843;12;4647600.95;4647600.95;USD;2024-11-08;2025-11-03;360_gun_tek_taksit;isletme_kredi;0;200;Ipotek;2387844.76;0.4505
124878;8843;13;4280307.99;590778.77;CNY;2025-01-08;2026-01-03;360_gun_tek_taksit;isletme_kredi;0;200;Ipotek;2301841.17;0.2506
317760;8843;14;2985919.46;391824.44;CNY;2025-03-02;2027-02-20;720_gun_4_taksit;yatirim_kredi;0;300;Kefalet;4113521.7;0.1349
387583;8843;15;525168.66;15008.55;TRY;2025-03-13;2032-03-11;7_yil_9_taksit;yatirim_kredi;0;200;Ipotek;444649.51;0.2841
172574;8843;16;3562997.15;467550.91;CNY;2025-03-20;2030-03-19;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;5243913.19;0.1117
409951;8843;17;289114.0;289114.0;USD;2025-03-22;2026-03-17;360_gun_tek_taksit;isletme_kredi;0;200;Ipotek;206128.32;0.5307
327456;8843;18;525256.2;15949.67;TRY;2025-08-12;2026-08-07;360_gun_tek_taksit;reeskont;0;200;Ipotek;305592.07;0.641
481635;8843;19;433038.79;11218.77;TRY;2025-10-07;2026-10-02;360_gun_tek_taksit;reeskont;0;200;Ipotek;275592.36;0.3923
293132;8843;20;1417525.82;1379968.24;EUR;2025-10-09;2030-10-08;5_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;1705023.13;0.6948
525037;8843;21;4808717.02;696813.95;CNY;2025-11-27;2026-11-22;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;6937847.41;0.7763
385990;8843;22;665802.28;17963.05;TRY;2025-12-17;2027-12-07;720_gun_4_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;637972.7;0.9395
168763;8843;23;2215982.03;2327839.7;EUR;2026-01-18;2027-01-13;360_gun_tek_taksit;reeskont;0;300;Kefalet;1539860.67;0.5862
522107;8843;24;4640127.89;138558.85;TRY;2026-02-10;2027-02-05;360_gun_tek_taksit;reeskont;0;300;Kefalet;5284528.54;0.9418
139052;8852;1;1138215.21;40027.82;TRY;2023-12-22;2024-12-16;360_gun_tek_taksit;reeskont;0;200;Ipotek;995152.33;0.3645
324855;8852;2;2748475.35;2748475.35;USD;2023-12-30;2024-12-24;360_gun_tek_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;1498846.17;0.6714
377429;8852;3;1733544.44;1733544.44;USD;2024-01-11;2025-01-05;360_gun_tek_taksit;reeskont;0;300;Kefalet;1650163.12;0.057
262131;8852;4;2650142.11;367728.23;CNY;2024-04-19;2025-04-14;360_gun_tek_taksit;reeskont;0;300;Kefalet;3164608.27;0.4944
393156;8852;5;16024.54;17565.84;EUR;2024-05-05;2025-04-30;360_gun_tek_taksit;reeskont;0;300;Kefalet;19868.3;0.512
547826;8852;6;157417.44;23170.18;CNY;2024-06-26;2025-06-21;360_gun_tek_taksit;reeskont;0;300;Kefalet;204192.83;0.5808
139794;8852;7;98130.11;14443.71;CNY;2024-06-28;2025-06-23;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;57988.56;0.051
484993;8852;8;3267477.69;3637056.99;EUR;2024-06-28;2026-06-18;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;2306104.05;0.6787
392051;8852;9;3297676.84;482664.87;CNY;2024-08-20;2026-08-10;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;3473799.56;0.6638
250144;8852;10;3922451.19;4068888.5;EUR;2024-10-13;2025-10-08;360_gun_tek_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;4086451.49;0.7972
150718;8852;11;257802.11;275905.62;EUR;2024-11-04;2026-10-25;720_gun_4_taksit;isletme_kredi;0;200;Ipotek;257454.33;0.9903
485879;8852;12;4453991.22;557096.36;CNY;2024-12-23;2025-12-18;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;4463373.38;0.4699
174292;8852;13;2006271.26;2123151.28;EUR;2025-03-19;2026-03-14;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;2071807.53;0.3341
302754;8852;14;2290611.78;2468104.12;EUR;2025-06-02;2026-05-28;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;2812279.02;0.0824
485552;8852;15;3396704.66;502325.42;CNY;2025-08-23;2027-08-13;720_gun_4_taksit;isletme_kredi;0;200;Ipotek;3821091.41;0.0672
294623;8852;16;525404.35;61637.81;CNY;2025-10-03;2026-09-28;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;701896.4;0.8301
501607;8852;17;777805.34;20150.66;TRY;2025-10-22;2026-10-17;360_gun_tek_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;966532.57;0.2586
252976;8852;18;507652.07;494201.75;EUR;2025-10-27;2027-10-17;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;759844.18;0.4627
475223;8852;19;2605505.92;2605505.92;USD;2025-11-06;2030-11-05;5_yil_9_taksit;yatirim_kredi;0;200;Ipotek;2922291.59;0.324
395981;8879;1;101418.7;101418.7;USD;2024-03-17;2031-03-16;7_yil_9_taksit;yatirim_kredi;0;200;Ipotek;140465.09;0.0324
347365;8879;2;1961231.03;67063.47;TRY;2024-03-18;2029-03-17;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;2865419.51;0.3675
197699;8879;3;1943751.08;63947.59;TRY;2024-05-03;2029-05-02;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;2274699.98;0.0193
160948;8879;4;2205147.3;2205147.3;USD;2024-06-15;2025-06-10;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;1184172.4;0.3587
309060;8879;5;4253596.92;141859.86;TRY;2024-06-30;2025-06-25;360_gun_tek_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;2180958.36;0.4962
255608;8879;6;2557079.36;374267.23;CNY;2024-08-21;2025-08-16;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;1314196.85;0.8864
301487;8879;7;3122141.69;3620845.57;EUR;2024-08-28;2029-08-27;5_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;4117447.54;0.88
168223;8879;8;2806824.47;377886.49;CNY;2024-09-24;2026-09-14;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;3354435.24;0.2505
388070;8879;9;3294339.16;3294339.16;USD;2024-10-07;2025-10-02;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;2621593.59;0.9926
302412;8879;10;3132849.03;96527.82;TRY;2024-11-26;2025-11-21;360_gun_tek_taksit;reeskont;0;200;Ipotek;3075545.44;0.9436
468202;8879;11;1722259.36;52176.71;TRY;2024-12-11;2025-12-06;360_gun_tek_taksit;isletme_kredi;0;200;Ipotek;1411878.2;0.1334
207664;8879;12;2337081.75;306681.33;CNY;2025-03-08;2026-03-03;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;2036923.61;0.2047
383107;8879;13;3801027.47;3702160.8;EUR;2025-04-09;2030-04-08;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;3551084.32;0.7894
173786;8879;14;1709573.93;49667.03;TRY;2025-04-15;2027-04-05;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;2261131.55;0.1518
424425;8879;15;3195983.36;3195983.36;USD;2025-05-12;2032-05-10;7_yil_9_taksit;yatirim_kredi;0;300;Kefalet;1739939.56;0.7878
234243;8879;16;2936303.19;361573.9;CNY;2025-06-04;2030-06-03;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;2908788.28;0.4996
267123;8879;17;507797.22;13955.04;TRY;2025-06-12;2032-06-10;7_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;306512.16;0.008
544688;8879;18;4961584.9;136351.85;TRY;2025-06-19;2026-06-14;360_gun_tek_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;6706326.44;0.7552
228861;8879;19;3297963.6;3297963.6;USD;2025-06-20;2026-06-15;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;2244095.95;0.6292
485364;8879;20;1152160.13;1121633.46;EUR;2025-10-27;2026-10-22;360_gun_tek_taksit;reeskont;0;200;Ipotek;1160510.15;0.2062
315279;8879;21;4311468.28;114447.86;TRY;2025-11-02;2026-10-28;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;5789185.77;0.69
456062;8879;22;3065545.09;82707.05;TRY;2025-12-08;2026-12-03;360_gun_tek_taksit;reeskont;0;200;Ipotek;2434488.12;0.5818
262407;8879;23;1726407.3;1695051.19;EUR;2025-12-27;2030-12-26;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;1508066.68;0.6154
214033;8879;24;4595003.19;133072.4;TRY;2026-01-23;2027-01-18;360_gun_tek_taksit;reeskont;0;200;Ipotek;2724687.45;0.3333
464616;8879;25;1549237.83;1549237.83;USD;2026-02-07;2028-01-28;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;1783639.04;0.2704
537021;9361;1;3762603.71;539773.71;CNY;2023-12-30;2028-12-28;5_yil_9_taksit;yatirim_kredi;0;200;Ipotek;3079912.69;0.1168
167476;9361;2;343192.29;372726.53;EUR;2024-02-15;2029-02-13;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;363494.2;0.226
347646;9361;3;4482654.0;604436.32;CNY;2024-02-20;2025-02-14;360_gun_2_taksit;isletme_kredi;0;300;Kefalet;5211802.57;0.4188
452839;9361;4;1356364.8;46380.33;TRY;2024-03-11;2031-03-10;7_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;974320.14;0.1971
149312;9361;5;377144.09;54293.36;CNY;2024-03-27;2026-03-17;720_gun_4_taksit;isletme_kredi;0;300;Kefalet;217352.92;0.6873
330020;9361;6;3914462.43;3914462.43;USD;2024-04-06;2029-04-05;5_yil_9_taksit;yatirim_kredi;0;200;Ipotek;2620025.12;0.6414
472045;9361;7;748710.73;748710.73;USD;2024-04-07;2031-04-06;7_yil_9_taksit;yatirim_kredi;0;200;Ipotek;633886.51;0.2424
388863;9361;8;656899.99;656899.99;USD;2024-04-23;2025-04-18;360_gun_tek_taksit;reeskont;0;200;Ipotek;354038.2;0.3822
192767;9361;9;4584652.4;639356.59;CNY;2024-05-01;2029-04-30;5_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;6844412.91;0.791
285623;9361;10;4966904.93;731075.66;CNY;2024-06-06;2025-06-01;360_gun_tek_taksit;isletme_kredi;0;300;Kefalet;3901681.5;0.6067
277891;9361;11;2535077.71;373136.52;CNY;2024-06-18;2026-06-08;720_gun_4_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;3326237.59;0.5568
190701;9361;12;228351.91;7615.67;TRY;2024-06-25;2025-06-20;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;330788.16;0.3413
218029;9361;13;671814.56;703147.81;EUR;2024-07-02;2025-06-27;360_gun_tek_taksit;reeskont;0;200;Ipotek;377072.82;0.4495
246337;9361;14;708319.08;708319.08;USD;2024-07-03;2025-06-28;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;463356.72;0.7129
339802;9361;15;3945578.63;4129599.37;EUR;2024-07-09;2025-07-04;360_gun_tek_taksit;reeskont;0;200;Ipotek;2779693.89;0.901
402469;9361;16;1553600.19;49612.81;TRY;2024-07-14;2026-07-04;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;1486944.22;0.5991
425672;9361;17;4678812.55;4678812.55;USD;2024-07-20;2025-07-15;360_gun_tek_taksit;isletme_kredi;0;200;Ipotek;4660222.25;0.5222
193374;9361;18;4055667.86;4055667.86;USD;2024-11-05;2026-10-26;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;3013203.16;0.1771
323112;9361;19;4763207.04;657429.69;CNY;2025-01-04;2025-12-30;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;3046308.35;0.3134
498752;9361;20;2984659.68;3061750.34;EUR;2025-01-20;2026-01-15;360_gun_2_taksit;isletme_kredi;0;300;Kefalet;2286300.56;0.843
298358;9361;21;2410799.36;2410799.36;USD;2025-01-29;2026-01-24;360_gun_tek_taksit;reeskont;0;200;Ipotek;2622945.24;0.2779
433677;9361;22;4556745.89;130225.11;TRY;2025-03-08;2026-03-03;360_gun_tek_taksit;reeskont;0;300;Kefalet;6763025.51;0.1036
158403;9361;23;4618518.72;4618518.72;USD;2025-03-11;2026-03-06;360_gun_tek_taksit;isletme_kredi;0;200;Ipotek;2806493.73;0.4495
327231;9361;24;3601199.1;472563.92;CNY;2025-03-11;2026-03-06;360_gun_2_taksit;isletme_kredi;0;300;Kefalet;2640850.19;0.2084
507760;9361;25;702893.13;743841.81;EUR;2025-03-28;2026-03-23;360_gun_tek_taksit;isletme_kredi;0;200;Ipotek;730216.34;0.0829
382184;9361;26;3090951.58;3090951.58;USD;2025-04-22;2027-04-12;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;1773012.96;0.1307
358391;9361;27;473397.15;13009.67;TRY;2025-06-17;2027-06-07;720_gun_4_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;532625.06;0.5418
271789;9361;28;1229375.12;181807.5;CNY;2025-08-01;2027-07-22;720_gun_4_taksit;isletme_kredi;0;300;Kefalet;1500085.43;0.1542
485304;9361;29;2838259.95;419739.21;CNY;2025-08-03;2027-07-24;720_gun_4_taksit;isletme_kredi;1;200;Ipotek;4025296.02;0.3449
389144;9361;30;4000290.31;594586.0;CNY;2025-09-03;2026-08-29;360_gun_tek_taksit;reeskont;0;200;Ipotek;2331759.64;0.1405
421926;9361;31;46041.15;1311.62;TRY;2025-09-04;2026-08-30;360_gun_tek_taksit;isletme_kredi;1;300;Kefalet;48936.32;0.3204
260790;9361;32;2483455.27;2483455.27;USD;2025-10-06;2032-10-04;7_yil_9_taksit;yatirim_kredi;0;300;Kefalet;3283007.76;0.9198
390273;9364;1;1320753.83;1320753.83;USD;2024-01-06;2024-12-31;360_gun_tek_taksit;reeskont;0;200;Ipotek;1668016.29;0.3897
379052;9364;2;3048186.81;3048186.81;USD;2024-01-09;2025-01-03;360_gun_tek_taksit;reeskont;0;200;Ipotek;4440105.53;0.3802
379463;9364;3;730132.29;101384.39;CNY;2024-01-25;2026-01-14;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;727943.65;0.5893
469217;9364;4;1641833.57;1783125.5;EUR;2024-02-22;2025-02-16;360_gun_tek_taksit;isletme_kredi;0;300;Kefalet;1456428.72;0.0459
315293;9364;5;1624801.2;225454.05;CNY;2024-04-22;2026-04-12;720_gun_4_taksit;isletme_kredi;1;300;Kefalet;1933068.53;0.6223
483558;9364;6;1645499.06;242199.99;CNY;2024-06-11;2029-06-10;5_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;1166700.92;0.6242
239298;9364;7;791356.51;110422.72;CNY;2024-07-05;2026-06-25;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;1125284.62;0.8383
408181;9364;8;4591155.84;4591155.84;USD;2024-08-12;2026-08-02;720_gun_4_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;5610593.0;0.5812
288618;9364;9;2501110.72;83367.58;TRY;2024-08-13;2025-08-08;360_gun_tek_taksit;reeskont;0;300;Kefalet;3247816.28;0.983
473580;9364;10;728169.89;22351.17;TRY;2024-09-19;2025-09-14;360_gun_tek_taksit;reeskont;0;200;Ipotek;587549.32;0.0574
452203;9364;11;275521.04;36550.14;CNY;2024-10-16;2025-10-11;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;377642.77;0.8371
265870;9364;12;1292088.51;1292088.51;USD;2024-12-04;2025-11-29;360_gun_tek_taksit;isletme_kredi;0;200;Ipotek;688717.09;0.4067
419064;9364;13;1544119.92;193135.45;CNY;2024-12-18;2026-12-08;720_gun_4_taksit;isletme_kredi;0;300;Kefalet;1589835.96;0.9751
354144;9364;14;1043972.64;144091.7;CNY;2025-01-24;2032-01-23;7_yil_9_taksit;yatirim_kredi;0;200;Ipotek;795436.03;0.0272
523778;9364;15;781708.38;827248.63;EUR;2025-03-21;2026-03-16;360_gun_tek_taksit;reeskont;0;200;Ipotek;488860.26;0.4472
520076;9364;16;3144631.44;3144631.44;USD;2025-05-12;2027-05-02;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;4106650.7;0.5286
252339;9364;17;4838688.29;143114.12;TRY;2025-05-13;2026-05-08;360_gun_tek_taksit;reeskont;0;200;Ipotek;6291271.86;0.3826
221043;9364;18;331927.45;357647.47;EUR;2025-06-05;2026-05-31;360_gun_tek_taksit;reeskont;0;200;Ipotek;432167.46;0.9281
249767;9364;19;219368.75;32441.59;CNY;2025-08-11;2026-08-06;360_gun_tek_taksit;isletme_kredi;0;300;Kefalet;112984.64;0.773
477527;9364;20;2747004.53;2868146.96;EUR;2025-08-15;2027-08-05;720_gun_4_taksit;isletme_kredi;0;300;Kefalet;1444371.5;0.8468
359184;9364;21;1724191.8;49118.64;TRY;2025-09-10;2026-09-05;360_gun_tek_taksit;reeskont;0;200;Ipotek;1325883.78;0.34
342068;9364;22;4225030.49;113989.45;TRY;2025-12-18;2026-12-13;360_gun_tek_taksit;reeskont;0;200;Ipotek;4638548.43;0.8635
325990;9364;23;687060.4;721741.63;EUR;2026-01-10;2027-12-31;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;534447.35;0.0315
