krd_id;cust_id;taksit_tutar;valor
136979;9429;2121026.12;2025-10-10
335374;9429;20928.92;2025-04-13
335374;9429;20928.92;2025-10-10
195275;9429;574138.52;2025-04-15
195275;9429;574138.52;2025-10-12
310828;9429;1778499.02;2025-04-22
310828;9429;1778499.02;2025-10-19
414301;9429;4021116.79;2025-11-01
133249;9429;2290027.1;2025-11-12
267225;9429;296064.63;2025-09-17
323643;9429;99073.67;2025-10-29
406933;9429;81142.52;2025-10-30
520092;9429;712530.05;2025-11-27
396914;9813;530344.8;2024-10-09
396914;9813;530344.8;2025-07-20
410049;9813;344577.34;2024-08-22
410049;9813;344577.34;2025-02-18
319145;9813;690119.94;2024-12-05
319145;9813;690119.94;2025-06-03
527961;9813;328394.92;2025-06-21
145289;9813;288769.67;2025-08-14
523618;9813;460463.44;2025-06-10
383196;9813;1384379.63;2025-09-13
166986;9813;1664195.54;2025-10-02
402369;9813;2257692.93;2026-02-21
545663;9813;882339.27;2025-09-03
437183;9813;1793668.28;2025-09-08
466382;9813;673623.89;2025-09-13
499810;9813;731727.82;2025-11-01
235034;9813;326255.91;2025-12-23
463961;9813;975355.06;2025-12-02
298358;9897;927437.59;2024-06-17
298358;9897;927437.59;2024-12-14
298358;9897;927437.59;2025-06-12
298358;9897;927437.59;2025-12-09
153469;9897;1023593.03;2024-06-25
153469;9897;1023593.03;2024-12-22
153469;9897;1023593.03;2025-06-20
153469;9897;1023593.03;2025-12-17
460420;9897;2515382.57;2025-04-05
136073;9897;4023748.63;2025-05-06
332575;9897;1852528.69;2025-07-23
476024;9897;419113.18;2025-03-17
476024;9897;419113.18;2025-10-06
394070;9897;343665.77;2025-03-06
394070;9897;343665.77;2025-09-02
394070;9897;343665.77;2026-03-01
537153;9897;1263963.16;2025-09-24
173347;9897;3434630.26;2025-10-31
417612;9897;621937.44;2025-08-09
417612;9897;621937.44;2026-02-05
519433;9897;574868.98;2025-08-21
519433;9897;574868.98;2026-02-17
287413;9897;1392226.48;2025-12-12
459413;10157;3697018.96;2024-12-17
140921;10157;848692.12;2024-06-25
140921;10157;848692.12;2024-12-22
140921;10157;848692.12;2025-06-20
140921;10157;848692.12;2025-12-17
491894;10157;443932.02;2024-12-24
391999;10157;743300.91;2024-07-30
391999;10157;743300.91;2025-01-26
272567;10157;365956.69;2024-08-26
272567;10157;365956.69;2025-02-22
272567;10157;365956.69;2025-08-21
272567;10157;365956.69;2026-02-17
472379;10157;453412.57;2024-09-29
472379;10157;453412.57;2025-03-28
516984;10157;178251.16;2024-10-30
516984;10157;178251.16;2025-05-21
516984;10157;178251.16;2025-12-10
269995;10157;76715.39;2024-11-25
269995;10157;76715.39;2025-06-16
269995;10157;76715.39;2026-01-05
326075;10157;327741.17;2024-11-11
326075;10157;327741.17;2025-05-10
326075;10157;327741.17;2025-11-06
200224;10157;1204079.04;2025-01-05
200224;10157;1204079.04;2025-07-04
200224;10157;1204079.04;2025-12-31
180384;10157;2346948.73;2025-07-16
448564;10157;10625.2;2025-01-27
448564;10157;10625.2;2025-07-26
448564;10157;10625.2;2026-01-22
349725;10157;1243171.32;2025-04-20
349725;10157;1243171.32;2025-10-17
468386;10157;1231417.67;2025-04-25
468386;10157;1231417.67;2025-10-22
298969;10157;4316433.05;2025-11-13
361500;10157;1198810.07;2025-05-17
361500;10157;1198810.07;2025-11-13
519824;10157;79806.28;2025-09-04
364565;10157;46855.79;2025-06-24
364565;10157;46855.79;2025-12-21
454595;10157;710987.36;2026-01-14
459060;10157;626376.08;2025-09-03
249284;10157;485769.55;2026-02-19
221043;10157;145712.48;2025-12-02
263390;10157;526742.58;2026-01-03
493110;10157;1311571.1;2026-01-22
483250;10278;95176.6;2024-09-11
483250;10278;95176.6;2025-04-02
483250;10278;95176.6;2025-10-22
446702;10278;2013252.77;2025-05-14
246178;10278;4603337.15;2025-06-10
288263;10278;252516.75;2025-07-18
343540;10278;2624835.75;2025-10-08
255606;10278;849268.54;2026-01-11
142824;10278;103165.67;2025-08-18
287519;10278;626499.36;2025-09-29
330442;10278;668015.18;2025-10-18
410466;10278;681802.16;2025-12-20
543656;10278;71757.02;2026-01-08
322093;10340;508654.2;2024-07-31
322093;10340;508654.2;2025-02-19
322093;10340;508654.2;2025-09-10
224687;10340;973844.69;2024-07-12
224687;10340;973844.69;2025-01-08
224687;10340;973844.69;2025-07-07
224687;10340;973844.69;2026-01-03
380958;10340;182533.07;2024-07-23
380958;10340;182533.07;2025-01-19
380958;10340;182533.07;2025-07-18
380958;10340;182533.07;2026-01-14
502100;10340;209892.35;2024-08-19
502100;10340;209892.35;2025-02-15
502100;10340;209892.35;2025-08-14
502100;10340;209892.35;2026-02-10
217388;10340;2614920.88;2025-03-31
435830;10340;1566212.19;2025-08-22
287001;10340;1809124.1;2025-10-05
281702;10340;324262.92;2025-07-24
499744;10340;4873240.55;2025-10-31
372569;10340;1142946.83;2025-05-05
372569;10340;1142946.83;2025-11-01
192558;10340;218913.28;2025-07-22
192558;10340;218913.28;2026-02-10
514941;10340;181670.4;2025-10-21
214275;10340;71003.98;2025-08-21
214275;10340;71003.98;2026-02-17
328517;10340;1800599.55;2025-09-07
541509;10340;1076116.68;2025-10-24
351586;10340;988149.27;2026-02-19
315361;10538;87144.8;2024-08-23
315361;10538;87144.8;2025-02-19
315361;10538;87144.8;2025-08-18
315361;10538;87144.8;2026-02-14
268923;10538;4581664.05;2025-02-27
292774;10538;464629.05;2025-03-22
522452;10538;1156815.54;2025-03-24
522538;10538;457630.91;2024-10-01
522538;10538;457630.91;2025-03-30
522538;10538;457630.91;2025-09-26
438015;10538;332409.26;2024-10-29
438015;10538;332409.26;2025-04-27
438015;10538;332409.26;2025-10-24
207485;10538;984168.18;2024-11-15
207485;10538;984168.18;2025-05-14
207485;10538;984168.18;2025-11-10
406948;10538;299682.43;2024-12-07
406948;10538;299682.43;2025-06-05
406948;10538;299682.43;2025-12-02
325390;10538;689497.8;2025-04-19
325390;10538;689497.8;2025-10-16
389555;10538;3854946.54;2025-11-13
531676;10538;220641.78;2025-05-30
531676;10538;220641.78;2025-11-26
231858;10538;2408991.48;2025-09-17
329514;10538;309344.49;2026-01-29
332778;10538;561697.91;2025-11-10
304382;10819;2390008.39;2024-12-25
483678;10819;1732709.8;2025-01-01
463918;10819;3399063.0;2025-01-16
366244;10819;391010.78;2025-03-11
282250;10819;47130.1;2024-12-14
282250;10819;47130.1;2025-07-05
282250;10819;47130.1;2026-01-24
376219;10819;105553.94;2024-11-29
376219;10819;105553.94;2025-05-28
376219;10819;105553.94;2025-11-24
218020;10819;261024.83;2025-01-07
218020;10819;261024.83;2025-07-06
360206;10819;3338140.42;2025-09-16
516315;10819;2719253.6;2025-12-03
205193;10819;4237401.81;2025-12-14
237013;10819;103492.72;2025-10-09
218789;10819;1878932.86;2025-12-31
385985;10819;378129.76;2025-09-19
371492;10819;965935.99;2025-12-18
213923;10898;714746.78;2024-07-19
213923;10898;714746.78;2025-01-15
213923;10898;714746.78;2025-07-14
213923;10898;714746.78;2026-01-10
525551;10898;117228.92;2025-03-07
432378;10898;821692.08;2024-10-29
432378;10898;821692.08;2025-04-27
432378;10898;821692.08;2025-10-24
497250;10898;594867.19;2024-11-21
497250;10898;594867.19;2025-05-20
497250;10898;594867.19;2025-11-16
236863;10898;1333904.72;2025-06-04
316623;10898;39244.43;2025-01-04
316623;10898;39244.43;2025-07-03
316623;10898;39244.43;2025-12-30
430216;10898;1035185.17;2025-01-05
430216;10898;1035185.17;2025-07-04
430216;10898;1035185.17;2025-12-31
163351;10898;299938.58;2025-05-10
163351;10898;299938.58;2026-02-18
504619;10898;1139911.05;2025-08-29
197305;10898;1513903.71;2025-03-18
197305;10898;1513903.71;2025-09-14
462693;10898;274086.65;2025-07-07
220627;10898;3829742.43;2025-11-19
336650;10898;614338.89;2025-12-07
475937;10898;523756.27;2025-10-23
317234;10898;2850181.52;2026-02-12
452463;10898;377567.85;2025-10-19
346936;10898;366063.83;2025-12-14
142309;10898;403277.75;2026-01-14
132535;10917;54804.54;2024-09-30
132535;10917;54804.54;2025-07-11
176256;10917;735942.86;2024-07-06
176256;10917;735942.86;2025-01-02
171698;10917;2381296.99;2025-01-10
173026;10917;2182649.13;2025-01-23
390434;10917;656899.99;2025-04-18
179680;10917;3270918.24;2025-05-18
466928;10917;970952.28;2024-11-21
466928;10917;970952.28;2025-05-20
466928;10917;970952.28;2025-11-16
382559;10917;459285.35;2024-12-14
382559;10917;459285.35;2025-07-05
382559;10917;459285.35;2026-01-24
255612;10917;2180447.73;2024-12-15
255612;10917;2180447.73;2025-06-13
192446;10917;1125692.02;2024-12-24
192446;10917;1125692.02;2025-06-22
192446;10917;1125692.02;2025-12-19
192141;10917;3189095.14;2025-07-26
499465;10917;371370.54;2025-02-12
499465;10917;371370.54;2025-08-11
499465;10917;371370.54;2026-02-07
411698;10917;452021.83;2025-06-22
197699;10917;1767210.34;2025-03-19
197699;10917;1767210.34;2025-09-15
471893;10917;277734.71;2025-09-18
158258;10917;707890.64;2025-05-19
158258;10917;707890.64;2025-11-15
204376;10917;648295.52;2025-06-03
204376;10917;648295.52;2025-11-30
367579;10917;369064.72;2025-09-27
531987;10917;37430.3;2025-10-06
370705;10917;2189580.07;2025-12-26
493227;11173;368059.92;2024-07-18
493227;11173;368059.92;2025-02-06
493227;11173;368059.92;2025-08-28
188707;11173;526364.68;2024-09-08
188707;11173;526364.68;2025-03-30
188707;11173;526364.68;2025-10-19
331421;11173;2514701.22;2025-04-12
168792;11173;6556.41;2025-03-10
168792;11173;6556.41;2025-12-19
218121;11173;1007256.21;2025-02-09
218121;11173;1007256.21;2025-08-08
218121;11173;1007256.21;2026-02-04
344932;11173;1231226.61;2025-02-25
344932;11173;1231226.61;2025-08-24
344932;11173;1231226.61;2026-02-20
267511;11173;360806.03;2025-09-05
172328;11173;377332.63;2025-07-21
172328;11173;377332.63;2026-02-09
338370;11173;492666.88;2025-07-14
338370;11173;492666.88;2026-01-10
212089;11173;264204.74;2025-11-14
509925;11173;1117523.71;2025-09-21
120671;11173;2210087.09;2025-10-02
277273;11173;578899.06;2025-11-10
416511;11173;656937.16;2026-01-24
489882;11385;1234891.75;2024-08-01
489882;11385;1234891.75;2025-01-28
489882;11385;1234891.75;2025-07-27
489882;11385;1234891.75;2026-01-23
385849;11385;987580.8;2024-09-04
385849;11385;987580.8;2025-03-03
385849;11385;987580.8;2025-08-30
385849;11385;987580.8;2026-02-26
398414;11385;11268.74;2024-12-25
398414;11385;11268.74;2025-10-05
540617;11385;1477358.07;2024-09-16
540617;11385;1477358.07;2025-03-15
366910;11385;666785.61;2024-09-19
366910;11385;666785.61;2025-03-18
366910;11385;666785.61;2025-09-14
390273;11385;1577318.61;2025-03-27
176078;11385;136874.29;2024-10-25
176078;11385;136874.29;2025-05-16
176078;11385;136874.29;2025-12-05
369492;11385;4424757.18;2025-04-19
442756;11385;2919524.04;2025-05-20
148344;11385;4475833.37;2025-06-15
234829;11385;664328.21;2025-08-03
492452;11385;419746.2;2025-05-27
463112;11385;56795.47;2025-06-09
463112;11385;56795.47;2025-12-06
350550;11385;1051014.74;2025-09-26
160328;11385;85525.44;2026-01-29
471279;11385;603029.63;2026-02-06
519265;11385;858620.16;2026-02-17
170496;11496;465578.47;2024-07-18
170496;11496;465578.47;2025-02-06
170496;11496;465578.47;2025-08-28
366824;11496;1658157.47;2025-02-24
188329;11496;348889.22;2025-04-01
188329;11496;348889.22;2026-01-10
301773;11496;462291.96;2025-08-23
485066;11496;865200.61;2025-06-04
485066;11496;865200.61;2025-12-01
149826;11496;1130453.79;2025-07-16
149826;11496;1130453.79;2026-01-12
461556;11496;30362.53;2025-11-08
526654;11496;266158.23;2025-11-17
504158;11496;14065.07;2025-09-04
231048;11496;295935.93;2025-09-22
258537;11496;708015.38;2025-10-25
415008;11496;724048.61;2025-12-02
498324;11496;548209.84;2026-01-13
330122;11496;565743.54;2026-01-13
303187;11496;218896.53;2026-01-19
537961;11510;574987.44;2025-04-17
531501;11510;1214669.78;2025-05-10
452660;11510;2582690.47;2025-05-19
481020;11510;906362.82;2025-05-28
236543;11510;23413.53;2025-06-11
327231;11510;1177726.97;2025-02-17
327231;11510;1177726.97;2025-08-16
327231;11510;1177726.97;2026-02-12
500921;11510;4172794.81;2025-10-27
464396;11510;350733.11;2025-11-25
203556;11510;82122.32;2025-10-25
345044;11510;476997.12;2025-08-10
345044;11510;476997.12;2026-03-01
269455;11510;184764.92;2025-08-05
269455;11510;184764.92;2026-02-01
275080;11510;883522.39;2025-08-18
275080;11510;883522.39;2026-02-14
364745;11510;349603.75;2025-08-18
364745;11510;349603.75;2026-02-14
208149;11510;1168540.88;2025-09-04
532306;11510;83702.33;2025-10-18
329951;11510;1053453.85;2026-01-25
400192;11510;110957.18;2026-02-12
286753;11531;685079.17;2024-10-04
286753;11531;685079.17;2025-04-02
286753;11531;685079.17;2025-09-29
136937;11531;4004559.73;2025-06-11
367298;11531;371414.36;2024-12-26
367298;11531;371414.36;2025-06-24
367298;11531;371414.36;2025-12-21
193594;11531;847106.98;2025-04-21
193594;11531;847106.98;2025-10-18
326518;11531;620695.02;2025-05-07
326518;11531;620695.02;2025-11-03
299865;11531;126435.7;2025-08-25
493123;11531;819295.7;2025-06-05
493123;11531;819295.7;2025-12-02
380263;11531;378895.84;2025-06-06
380263;11531;378895.84;2025-12-03
146031;11531;1004665.73;2025-07-31
146031;11531;1004665.73;2026-01-27
254201;11531;1077900.14;2025-08-16
254201;11531;1077900.14;2026-02-12
392964;11531;557033.44;2025-09-21
123771;11531;1597073.48;2025-10-31
494989;11531;176521.17;2025-11-24
244534;11707;2936624.72;2025-02-22
459276;11707;460357.01;2024-12-18
459276;11707;460357.01;2025-09-28
233898;11707;1836889.5;2025-03-28
338274;11707;500825.59;2025-04-30
315160;11707;3086489.74;2025-05-10
129393;11707;4691989.89;2025-06-24
383398;11707;2543366.17;2025-07-03
320660;11707;165328.58;2025-07-22
314521;11707;4846187.3;2025-08-02
243480;11707;571340.05;2025-08-30
280148;11707;1912890.99;2025-04-22
280148;11707;1912890.99;2025-10-19
341794;11707;327159.07;2025-09-23
142443;11707;93667.37;2025-11-26
470337;11707;361592.55;2025-12-30
270801;11707;379367.35;2025-10-01
155406;11707;292343.69;2026-02-04
186767;11707;871524.61;2026-02-20
237895;12130;814156.59;2024-06-25
237895;12130;814156.59;2024-12-22
237895;12130;814156.59;2025-06-20
237895;12130;814156.59;2025-12-17
367290;12130;97245.61;2024-11-15
367290;12130;97245.61;2025-08-26
250048;12130;256881.4;2024-11-26
250048;12130;256881.4;2025-09-06
523180;12130;223470.88;2024-09-04
523180;12130;223470.88;2025-03-03
462718;12130;319135.32;2024-10-28
462718;12130;319135.32;2025-04-26
130026;12130;4309659.09;2025-06-21
274611;12130;1024105.26;2025-01-27
274611;12130;1024105.26;2025-07-26
274611;12130;1024105.26;2026-01-22
162266;12130;317744.7;2025-03-16
162266;12130;317744.7;2025-10-05
531845;12130;1403549.64;2025-09-02
288932;12130;953671.73;2025-10-21
387809;12130;777675.24;2025-10-25
427775;12130;320471.05;2025-06-04
427775;12130;320471.05;2025-12-01
188414;12130;914463.75;2025-06-19
188414;12130;914463.75;2025-12-16
166663;12130;674451.5;2025-08-21
166663;12130;674451.5;2026-02-17
531020;12130;464682.82;2025-09-13
478829;12130;2077790.76;2025-09-15
401493;12130;133652.85;2026-01-24
232615;12130;793351.4;2026-02-28
289687;12380;775644.29;2024-06-20
289687;12380;775644.29;2024-12-17
289687;12380;775644.29;2025-06-15
289687;12380;775644.29;2025-12-12
311772;12380;50915.98;2024-10-27
311772;12380;50915.98;2025-08-07
381234;12380;870232.42;2025-04-14
177464;12380;189735.43;2025-01-28
177464;12380;189735.43;2025-07-27
177464;12380;189735.43;2026-01-23
479690;12380;306000.33;2025-11-04
164060;12380;250038.94;2025-07-09
164060;12380;250038.94;2026-01-28
139275;12380;884216.49;2025-06-26
139275;12380;884216.49;2025-12-23
241559;12380;519256.54;2026-02-06
351844;12380;1184684.45;2025-08-14
351844;12380;1184684.45;2026-02-10
446483;12380;837712.11;2026-01-27
401314;12380;1144478.07;2026-02-11
163215;12441;4042090.73;2025-01-04
455159;12441;3100206.32;2025-01-21
483571;12441;4865691.77;2025-02-04
390727;12441;113394.07;2024-08-22
390727;12441;113394.07;2025-02-18
220801;12441;1191478.1;2024-09-04
220801;12441;1191478.1;2025-03-03
220801;12441;1191478.1;2025-08-30
220801;12441;1191478.1;2026-02-26
230510;12441;512010.4;2024-10-07
230510;12441;512010.4;2025-04-05
230510;12441;512010.4;2025-10-02
175383;12441;2754851.08;2025-06-09
483423;12441;2969236.65;2025-07-15
130448;12441;353172.1;2025-03-22
130448;12441;353172.1;2025-10-11
179274;12441;345922.22;2025-03-09
179274;12441;345922.22;2025-09-05
320838;12441;346451.02;2025-06-17
320838;12441;346451.02;2026-01-06
287082;12441;4557733.77;2025-11-24
362419;12441;130091.05;2025-10-14
161979;12441;410559.43;2025-12-11
359469;12441;118349.29;2025-12-14
432592;12614;14462.66;2024-09-04
432592;12614;14462.66;2025-03-03
547826;12614;2245886.62;2025-05-06
322310;12614;216026.11;2025-02-20
322310;12614;216026.11;2025-12-01
546784;12614;1610001.91;2025-06-19
224726;12614;533582.13;2025-03-31
224726;12614;533582.13;2025-10-20
250161;12614;4161967.05;2025-10-21
173848;12614;4594687.91;2025-11-27
528404;12614;2994523.28;2026-02-09
515819;12614;58701.33;2025-12-16
399975;12614;195078.77;2025-10-02
180810;12614;93599.67;2025-09-17
123346;12614;66809.07;2025-12-25
335360;12614;754421.69;2026-01-22
186157;12614;1046294.62;2026-02-15
167756;12871;463852.48;2024-07-07
167756;12871;463852.48;2025-01-03
167756;12871;463852.48;2025-07-02
167756;12871;463852.48;2025-12-29
395155;12871;2650834.28;2025-02-09
283042;12871;24795.04;2025-01-04
283042;12871;24795.04;2025-10-15
142054;12871;1858615.39;2024-10-23
142054;12871;1858615.39;2025-04-21
271789;12871;75465.89;2024-10-25
271789;12871;75465.89;2025-04-23
271789;12871;75465.89;2025-10-20
549091;12871;130687.81;2024-12-02
549091;12871;130687.81;2025-05-31
169806;12871;701706.12;2025-03-23
169806;12871;701706.12;2025-09-19
200584;12871;845449.09;2025-06-02
200584;12871;845449.09;2025-11-29
374111;12871;142209.14;2025-08-18
180559;13265;157822.85;2024-08-05
180559;13265;157822.85;2025-02-24
180559;13265;157822.85;2025-09-15
340104;13265;1465949.84;2025-02-26
493192;13265;989631.42;2025-03-25
427027;13265;929953.67;2025-03-27
238211;13265;1884128.91;2025-04-25
266335;13265;2548502.73;2025-06-05
446949;13265;881718.1;2024-12-12
446949;13265;881718.1;2025-06-10
131841;13265;709947.44;2024-12-15
131841;13265;709947.44;2025-06-13
131841;13265;709947.44;2025-12-10
485879;13265;816869.42;2024-12-25
485879;13265;816869.42;2025-06-23
485879;13265;816869.42;2025-12-20
327949;13265;1824449.82;2025-06-24
499843;13265;266407.8;2025-01-14
499843;13265;266407.8;2025-07-13
130607;13265;7951.51;2025-06-03
314953;13265;157633.77;2025-03-31
314953;13265;157633.77;2025-09-27
534383;13265;4422416.9;2025-10-06
433060;13265;4647600.95;2025-11-03
320656;13265;59893.97;2025-11-02
122000;13265;2200445.73;2025-09-19
397574;13265;38507.3;2025-11-16
208278;13265;518949.57;2025-12-10
260990;13265;1186556.57;2025-11-19
360603;13344;4817236.05;2025-03-03
454253;13344;288269.67;2024-09-05
454253;13344;288269.67;2025-03-04
454253;13344;288269.67;2025-08-31
454253;13344;288269.67;2026-02-27
131488;13344;89627.26;2024-12-01
131488;13344;89627.26;2025-05-30
131488;13344;89627.26;2025-11-26
368720;13344;162222.64;2025-07-03
537728;13344;1614928.92;2025-07-07
283118;13344;223144.44;2025-02-06
283118;13344;223144.44;2025-08-28
431307;13344;2465510.21;2025-07-30
397265;13344;884293.38;2025-10-09
355817;13344;82856.38;2025-05-15
355817;13344;82856.38;2025-11-11
332593;13344;2348004.83;2025-05-26
332593;13344;2348004.83;2025-11-22
268317;13344;1292088.51;2025-11-29
454868;13344;314826.66;2025-07-21
454868;13344;314826.66;2026-02-09
206782;13344;2187096.33;2026-01-03
216405;13344;2222624.74;2026-02-02
225752;13344;345520.17;2025-12-01
263407;13344;149180.65;2025-09-20
422394;13344;1588370.25;2025-12-10
541850;13350;99172.53;2024-06-30
541850;13350;99172.53;2024-12-27
541850;13350;99172.53;2025-06-25
541850;13350;99172.53;2025-12-22
182435;13350;45192.91;2024-07-08
182435;13350;45192.91;2025-01-04
182435;13350;45192.91;2025-07-03
182435;13350;45192.91;2025-12-30
337376;13350;3920930.02;2025-02-15
257246;13350;927013.55;2025-03-27
336361;13350;26665.53;2024-11-23
336361;13350;26665.53;2025-06-14
336361;13350;26665.53;2026-01-03
492652;13350;794010.29;2024-12-09
492652;13350;794010.29;2025-06-07
138207;13350;631859.91;2025-08-19
301828;13350;2852960.71;2025-09-15
241462;13350;516334.73;2025-07-24
426028;13350;1263165.23;2025-10-10
494010;13350;148731.64;2025-04-24
494010;13350;148731.64;2025-10-21
379191;13350;315071.58;2025-10-04
246888;13350;551881.53;2025-07-20
246888;13350;551881.53;2026-02-08
246740;13350;779987.58;2025-09-17
394205;13350;520750.63;2025-11-09
277549;13350;1050234.44;2025-12-30
456935;13563;20294.24;2024-06-15
456935;13563;20294.24;2024-12-12
401741;13563;358755.43;2024-11-14
401741;13563;358755.43;2025-08-25
517034;13563;1129987.61;2024-08-28
517034;13563;1129987.61;2025-02-24
428483;13563;3169996.65;2025-03-26
438204;13563;1481788.26;2024-10-07
438204;13563;1481788.26;2025-04-05
479700;13563;435706.98;2025-01-06
479700;13563;435706.98;2025-07-28
479700;13563;435706.98;2026-02-16
328653;13563;363821.05;2025-05-25
328653;13563;363821.05;2025-11-21
323645;13563;512074.98;2025-07-04
323645;13563;512074.98;2026-01-23
190144;13563;4056427.74;2025-12-10
286649;13563;1106037.88;2025-07-06
286649;13563;1106037.88;2026-01-02
468393;13563;965242.87;2025-07-26
468393;13563;965242.87;2026-01-22
520149;13563;1036524.1;2025-08-22
520149;13563;1036524.1;2026-02-18
377217;14216;2808961.65;2025-01-20
164956;14216;300784.94;2024-09-21
164956;14216;300784.94;2025-03-20
454994;14216;317382.26;2024-10-17
454994;14216;317382.26;2025-05-08
454994;14216;317382.26;2025-11-27
184610;14216;42622.63;2024-11-20
184610;14216;42622.63;2025-06-11
184610;14216;42622.63;2025-12-31
390414;14216;973041.4;2024-11-07
390414;14216;973041.4;2025-05-06
390414;14216;973041.4;2025-11-02
399855;14216;89709.8;2024-12-17
399855;14216;89709.8;2025-07-08
399855;14216;89709.8;2026-01-27
260671;14216;2439370.91;2025-07-04
239610;14216;280847.78;2025-02-24
239610;14216;280847.78;2025-08-23
281700;14216;488853.4;2025-04-05
281700;14216;488853.4;2025-10-02
345480;14216;659592.34;2025-04-25
345480;14216;659592.34;2025-10-22
169934;14216;4579877.43;2025-11-10
315586;14216;3403246.95;2025-12-18
310470;14216;3115702.43;2026-02-18
341414;14216;286492.76;2025-11-22
143968;14216;416366.01;2026-01-09
126684;14389;369445.46;2024-06-30
126684;14389;369445.46;2024-12-27
126684;14389;369445.46;2025-06-25
126684;14389;369445.46;2025-12-22
390529;14389;965823.0;2024-07-26
390529;14389;965823.0;2025-01-22
390529;14389;965823.0;2025-07-21
390529;14389;965823.0;2026-01-17
335854;14389;429154.99;2024-10-19
335854;14389;429154.99;2025-04-17
335854;14389;429154.99;2025-10-14
197530;14389;2780769.17;2025-05-09
547314;14389;247513.0;2024-12-19
547314;14389;247513.0;2025-07-10
547314;14389;247513.0;2026-01-29
191583;14389;930546.86;2025-07-31
373093;14389;355205.41;2025-06-19
135532;14389;354749.19;2025-07-17
135532;14389;354749.19;2026-01-13
491028;14389;2098666.74;2025-08-04
491028;14389;2098666.74;2026-01-31
346816;14389;1426840.56;2025-08-28
346816;14389;1426840.56;2026-02-24
393670;14389;909298.68;2025-10-16
340113;14389;159594.2;2026-02-26
309319;14389;271131.96;2026-02-17
382281;14565;1253041.12;2025-04-21
454084;14565;4807950.5;2025-05-24
496073;14565;2325296.44;2025-05-28
123201;14565;4158914.22;2025-09-03
425078;14565;534040.44;2025-03-13
425078;14565;534040.44;2025-09-09
475014;14565;728169.89;2025-09-14
404934;14565;1004025.62;2025-09-09
274027;14565;741680.13;2026-01-19
214967;14663;1357201.21;2024-07-25
214967;14663;1357201.21;2025-01-21
462714;14663;53458.47;2025-02-01
365377;14663;18981.7;2024-10-02
365377;14663;18981.7;2025-04-23
365377;14663;18981.7;2025-11-12
501668;14663;1645182.08;2025-04-01
148455;14663;507095.9;2024-12-15
148455;14663;507095.9;2025-07-06
148455;14663;507095.9;2026-01-25
394051;14663;470058.84;2025-04-11
394051;14663;470058.84;2026-01-20
141144;14663;263858.36;2025-03-14
141144;14663;263858.36;2025-10-03
451823;14663;120959.91;2025-08-30
339802;14663;402407.83;2026-01-08
495871;14663;377565.01;2025-12-17
185260;14684;656490.59;2024-06-23
185260;14684;656490.59;2024-12-20
185260;14684;656490.59;2025-06-18
185260;14684;656490.59;2025-12-15
548214;14684;551249.19;2024-10-25
548214;14684;551249.19;2025-08-05
514397;14684;350160.08;2024-08-12
514397;14684;350160.08;2025-03-03
514397;14684;350160.08;2025-09-22
159343;14684;109625.84;2025-02-06
159343;14684;109625.84;2025-11-17
164630;14684;192439.86;2024-10-27
164630;14684;192439.86;2025-04-25
164630;14684;192439.86;2025-10-22
488493;14684;468058.0;2025-03-06
488493;14684;468058.0;2025-09-02
488493;14684;468058.0;2026-03-01
222523;14684;3368268.96;2025-09-09
304037;14684;386296.43;2025-04-01
304037;14684;386296.43;2025-09-28
250138;14684;1924742.32;2025-10-07
204081;14684;4597440.69;2025-11-23
362747;14684;436783.04;2025-06-12
362747;14684;436783.04;2025-12-09
222103;14684;4452122.88;2026-01-14
324855;14684;877741.44;2026-01-16
274018;14684;717381.83;2026-01-21
173598;14684;395888.57;2025-10-08
278211;14787;204589.36;2024-07-01
278211;14787;204589.36;2024-12-28
278211;14787;204589.36;2025-06-26
278211;14787;204589.36;2025-12-23
170009;14787;1246546.39;2024-08-09
170009;14787;1246546.39;2025-02-05
170009;14787;1246546.39;2025-08-04
170009;14787;1246546.39;2026-01-31
534769;14787;2469543.8;2025-02-05
437802;14787;2043980.42;2025-03-24
493874;14787;1276949.5;2024-12-13
493874;14787;1276949.5;2025-06-11
367702;14787;79486.86;2025-03-30
367702;14787;79486.86;2026-01-08
150270;14787;244301.57;2025-02-12
150270;14787;244301.57;2025-08-11
150270;14787;244301.57;2026-02-07
300485;14787;1671110.59;2025-03-19
300485;14787;1671110.59;2025-09-15
338510;14787;4093932.93;2025-11-15
239515;14787;2364696.54;2025-06-27
239515;14787;2364696.54;2025-12-24
455826;14787;2388301.8;2026-01-17
130661;14787;288611.09;2025-11-04
290490;14787;2389522.12;2025-08-25
290490;14787;2389522.12;2026-02-21
431633;14787;952328.81;2025-09-06
333474;14859;484474.07;2024-06-19
333474;14859;484474.07;2024-12-16
510987;14859;3415522.61;2025-02-04
215083;14859;274976.31;2024-09-26
215083;14859;274976.31;2025-03-25
215083;14859;274976.31;2025-09-21
349876;14859;353147.97;2024-11-26
349876;14859;353147.97;2025-06-17
349876;14859;353147.97;2026-01-06
307845;14859;596252.6;2025-01-02
307845;14859;596252.6;2025-07-01
307845;14859;596252.6;2025-12-28
470531;14859;2388324.73;2025-02-14
470531;14859;2388324.73;2025-08-13
483872;14859;966670.89;2025-03-22
483872;14859;966670.89;2025-09-18
161087;14859;4990463.16;2025-10-26
399068;14859;4903248.59;2025-11-12
349088;14859;28666.83;2025-08-25
538010;14908;418067.08;2024-07-19
