credit_id;collateral_id;relation_tp
266654;890790;POOL
309679;724568;CROSS
309679;784214;DIRECT
336560;724568;DIRECT
336560;909388;CROSS
336560;620972;CROSS
167756;935082;CROSS
395155;821916;POOL
395155;752544;POOL
395155;945597;POOL
283042;662263;DIRECT
142054;925990;POOL
142054;641100;DIRECT
142054;915069;CROSS
271789;752544;DIRECT
549091;935082;POOL
169806;821916;POOL
200584;922064;DIRECT
200584;662263;POOL
200584;854724;CROSS
374111;717340;POOL
374111;610190;DIRECT
374111;668807;DIRECT
339310;615952;CROSS
451992;668807;DIRECT
451992;915069;POOL
200872;610190;POOL
211118;641100;CROSS
211118;610190;DIRECT
407957;610190;POOL
407957;641100;CROSS
407957;962034;CROSS
450175;643948;CROSS
450175;641100;DIRECT
508256;717340;CROSS
508256;922064;CROSS
508256;821916;DIRECT
145473;643948;CROSS
145473;641100;CROSS
180559;668972;DIRECT
340104;701038;POOL
340104;895976;DIRECT
340104;754449;CROSS
493192;754449;POOL
493192;895976;POOL
427027;816441;CROSS
238211;977529;POOL
266335;977529;POOL
446949;701038;POOL
446949;977529;CROSS
131841;716513;CROSS
485879;909368;DIRECT
327949;668972;POOL
327949;716513;DIRECT
327949;818905;DIRECT
499843;816441;DIRECT
499843;848976;DIRECT
130607;895976;CROSS
130607;977529;CROSS
314953;818905;CROSS
534383;734894;DIRECT
433060;977529;POOL
433060;895976;POOL
433060;816441;POOL
320656;818905;POOL
320656;668972;POOL
320656;701038;DIRECT
122000;848976;DIRECT
122000;909368;DIRECT
397574;737219;POOL
208278;734894;CROSS
260990;818905;POOL
260990;734894;POOL
260990;737219;DIRECT
252119;668972;CROSS
472834;816441;CROSS
412682;909368;CROSS
204273;816441;CROSS
204273;754449;CROSS
234243;816441;POOL
234243;754449;CROSS
423287;816441;POOL
423287;737219;DIRECT
225691;818905;CROSS
225691;895976;DIRECT
225691;734894;POOL
381115;754449;POOL
408182;754449;CROSS
429723;816441;POOL
429723;734894;CROSS
342365;716513;POOL
342365;909368;DIRECT
342365;754449;CROSS
217380;977529;CROSS
217380;818905;POOL
360603;683229;CROSS
360603;905695;POOL
454253;877672;DIRECT
131488;920000;POOL
131488;905695;DIRECT
368720;877672;POOL
537728;726065;CROSS
283118;725073;CROSS
283118;877672;CROSS
283118;771105;CROSS
431307;877672;CROSS
431307;681464;CROSS
431307;920000;POOL
397265;708122;CROSS
397265;691518;DIRECT
397265;683229;DIRECT
355817;726065;DIRECT
355817;771105;POOL
332593;708122;POOL
268317;681464;CROSS
454868;683229;CROSS
206782;725073;POOL
216405;725073;DIRECT
216405;691518;CROSS
225752;920000;DIRECT
225752;877672;POOL
263407;683229;CROSS
498555;920000;DIRECT
422394;726065;CROSS
422394;771105;CROSS
422394;681464;DIRECT
529632;726065;CROSS
507330;681464;CROSS
464228;681464;POOL
541850;715489;CROSS
182435;947799;CROSS
182435;901030;CROSS
182435;776645;DIRECT
337376;999839;POOL
337376;715489;POOL
337376;744396;CROSS
257246;715489;CROSS
257246;628404;CROSS
336361;744396;POOL
492652;744396;POOL
492652;772677;CROSS
492652;710074;DIRECT
138207;710074;CROSS
138207;813410;POOL
301828;911791;CROSS
301828;632791;DIRECT
241462;813410;POOL
241462;868213;POOL
241462;776645;CROSS
426028;710074;POOL
426028;868213;POOL
426028;776645;POOL
494010;710074;DIRECT
494010;776645;POOL
494010;744396;DIRECT
379191;999839;CROSS
246888;632791;DIRECT
246888;947799;POOL
246888;744396;DIRECT
353788;744396;CROSS
246740;744396;DIRECT
246740;715489;CROSS
246740;632791;POOL
442635;901030;POOL
442635;630452;POOL
442635;744396;POOL
394205;911791;POOL
394205;901030;CROSS
549068;772677;CROSS
549068;825138;DIRECT
549068;813410;CROSS
250902;911119;DIRECT
250902;634143;DIRECT
277549;735578;CROSS
356744;630452;CROSS
356744;911791;POOL
206327;628404;CROSS
206327;951715;DIRECT
543156;911791;CROSS
151082;813410;DIRECT
483578;825138;CROSS
483578;630452;CROSS
140081;744396;DIRECT
140081;682134;POOL
140081;813410;POOL
266113;776645;POOL
471191;825138;POOL
471191;772677;DIRECT
471191;630452;CROSS
168107;632791;POOL
168107;911119;DIRECT
456935;797644;CROSS
456935;704768;POOL
401741;849904;CROSS
401741;710419;POOL
517034;670841;POOL
428483;950547;DIRECT
438204;683470;DIRECT
438204;950547;DIRECT
479700;683470;CROSS
479700;710419;POOL
479700;996772;POOL
328653;670841;POOL
323645;626210;DIRECT
190144;683470;CROSS
190144;670841;DIRECT
190144;704768;POOL
286649;670841;POOL
286649;883241;DIRECT
286649;747402;CROSS
468393;626210;DIRECT
468393;683470;DIRECT
468393;630595;CROSS
520149;747402;POOL
520149;704768;DIRECT
520149;710419;DIRECT
206719;704768;POOL
206719;797644;POOL
206719;950547;POOL
191846;612846;POOL
191846;996772;POOL
251963;727755;DIRECT
251963;883241;DIRECT
464772;670841;DIRECT
464772;797644;CROSS
464772;727755;DIRECT
423808;883241;DIRECT
423808;950547;POOL
423808;924591;POOL
400826;797644;DIRECT
400826;630595;CROSS
400826;710419;CROSS
540091;626210;CROSS
508974;994466;DIRECT
508974;612846;DIRECT
508974;727755;CROSS
377217;937649;DIRECT
377217;709050;DIRECT
164956;651337;DIRECT
164956;762212;CROSS
454994;862891;POOL
454994;937649;DIRECT
184610;709050;POOL
390414;651337;CROSS
399855;762212;CROSS
399855;937649;DIRECT
399855;679453;CROSS
260671;763438;DIRECT
239610;709050;DIRECT
281700;851478;POOL
281700;709050;CROSS
281700;763438;CROSS
345480;762212;CROSS
345480;843013;DIRECT
345480;851478;POOL
169934;679453;POOL
315586;679453;CROSS
315586;709050;POOL
315586;851478;POOL
310470;694641;DIRECT
341414;604175;CROSS
341414;862891;DIRECT
341414;679453;POOL
143968;763438;CROSS
143968;709050;DIRECT
143968;679453;DIRECT
129825;763438;CROSS
437994;862891;POOL
437994;651337;CROSS
349723;651337;POOL
193374;762212;CROSS
523162;851478;DIRECT
523162;937649;POOL
523162;604175;DIRECT
126684;705413;POOL
390529;915045;DIRECT
335854;621891;CROSS
335854;752589;DIRECT
335854;891820;DIRECT
197530;752589;CROSS
547314;891820;POOL
547314;621891;POOL
547314;923406;DIRECT
191583;674408;POOL
373093;966998;DIRECT
135532;966998;POOL
135532;752589;DIRECT
491028;752589;DIRECT
346816;966998;CROSS
393670;621891;POOL
393670;822175;POOL
373887;966998;CROSS
340113;944104;POOL
340113;705413;POOL
340113;915045;CROSS
309319;621891;CROSS
309319;891820;CROSS
309319;752589;CROSS
182026;752589;DIRECT
182026;923406;DIRECT
182026;958010;POOL
327797;621891;POOL
327797;776682;POOL
327797;944104;DIRECT
344556;674408;DIRECT
548200;776682;CROSS
548200;944104;POOL
548200;822175;POOL
225323;718680;DIRECT
225323;621891;POOL
225323;752589;POOL
198413;966998;CROSS
198413;705413;CROSS
160809;958010;POOL
160809;923406;CROSS
382281;675819;DIRECT
382281;997467;DIRECT
454084;814174;POOL
454084;828564;POOL
496073;828564;POOL
123201;677238;CROSS
425078;814174;CROSS
425078;997467;POOL
425078;632364;CROSS
475014;766428;CROSS
404934;766428;DIRECT
274027;828564;DIRECT
274027;814174;POOL
274027;675819;POOL
318515;766428;DIRECT
289660;814174;POOL
224752;897018;DIRECT
224752;604556;DIRECT
451027;677238;DIRECT
451027;997467;CROSS
357000;828564;CROSS
357000;869155;DIRECT
357000;671546;CROSS
213827;655313;CROSS
214967;963179;DIRECT
462714;602532;POOL
365377;721100;DIRECT
365377;963179;DIRECT
501668;931867;DIRECT
501668;831033;POOL
148455;721100;CROSS
148455;786522;POOL
148455;772022;CROSS
394051;963179;POOL
394051;831318;CROSS
141144;861632;DIRECT
141144;931867;CROSS
141144;831318;DIRECT
131768;831318;DIRECT
131768;831033;DIRECT
451823;831033;CROSS
153082;772022;POOL
153082;968524;DIRECT
153082;963179;CROSS
339802;963179;DIRECT
495871;931867;DIRECT
495871;988670;DIRECT
401861;721100;CROSS
127231;968524;POOL
127231;963179;DIRECT
127231;602532;CROSS
345123;968524;POOL
195420;784054;CROSS
195420;831033;DIRECT
195420;968524;DIRECT
157337;963179;POOL
339500;861632;POOL
339500;988670;DIRECT
185260;766571;POOL
548214;775002;CROSS
548214;664025;CROSS
548214;964367;DIRECT
514397;775284;DIRECT
159343;600846;POOL
164630;710486;POOL
488493;710486;POOL
488493;892607;CROSS
488493;664025;DIRECT
222523;600846;POOL
222523;710486;CROSS
222523;664025;CROSS
304037;892607;CROSS
304037;772074;POOL
250138;710486;CROSS
250138;655461;POOL
250138;600846;CROSS
204081;904533;POOL
204081;775284;CROSS
362747;664025;POOL
362747;946427;POOL
362747;772074;POOL
222103;766571;CROSS
324855;775284;DIRECT
274018;766571;DIRECT
173598;892607;POOL
210521;892607;POOL
490974;964367;CROSS
490974;946427;DIRECT
222457;892607;DIRECT
222457;775002;DIRECT
222457;964367;DIRECT
525991;772074;CROSS
525991;766571;POOL
525991;904533;DIRECT
408410;710486;DIRECT
536231;775002;DIRECT
410236;772074;DIRECT
192859;600846;POOL
278211;706897;CROSS
170009;956408;DIRECT
170009;755658;POOL
170009;956876;CROSS
534769;638801;DIRECT
534769;645989;DIRECT
437802;924734;DIRECT
493874;672518;DIRECT
493874;956408;POOL
493874;638801;DIRECT
367702;924734;CROSS
367702;706897;POOL
367702;956876;CROSS
150270;924734;DIRECT
150270;956876;DIRECT
150270;645989;DIRECT
300485;956408;CROSS
338510;645989;DIRECT
338510;755658;DIRECT
419871;706897;POOL
239515;876114;CROSS
455826;672518;CROSS
455826;924734;POOL
130661;924734;DIRECT
290490;755658;CROSS
290490;638801;DIRECT
290490;956876;CROSS
431633;924734;DIRECT
431633;645989;DIRECT
431633;956876;POOL
213020;638801;CROSS
335155;924734;POOL
285463;672518;CROSS
285463;645989;CROSS
435859;876114;CROSS
339988;672518;DIRECT
139589;755658;DIRECT
139589;876114;CROSS
141597;755658;CROSS
141597;706897;DIRECT
141597;876114;CROSS
437017;638801;DIRECT
437017;706897;DIRECT
442137;672518;POOL
457990;956876;CROSS
457990;706897;CROSS
457990;956408;DIRECT
513265;924734;DIRECT
513265;645989;CROSS
513265;876114;DIRECT
442536;755658;POOL
442536;706897;DIRECT
260219;924734;CROSS
260219;956876;CROSS
260219;645989;CROSS
301407;638801;POOL
301407;876114;POOL
333474;894895;DIRECT
510987;990640;DIRECT
510987;775464;CROSS
510987;640888;DIRECT
215083;663907;DIRECT
349876;640888;CROSS
349876;826029;CROSS
307845;697060;CROSS
307845;670445;DIRECT
307845;705902;CROSS
470531;842125;DIRECT
483872;990888;DIRECT
483872;801470;DIRECT
131413;990640;POOL
161087;610108;POOL
161087;683800;CROSS
161087;990640;POOL
399068;617753;CROSS
399068;826029;DIRECT
399068;670445;POOL
349088;647088;DIRECT
349088;670445;POOL
322558;842125;POOL
277156;775464;DIRECT
277156;973788;POOL
430203;894895;CROSS
430203;640888;DIRECT
430203;943583;POOL
441424;842125;DIRECT
441424;670445;POOL
189945;663907;POOL
189945;842125;POOL
189945;943583;POOL
120358;826029;CROSS
120358;894895;POOL
178293;943408;POOL
431976;775464;DIRECT
534448;801470;POOL
534448;670445;CROSS
534448;842125;DIRECT
356115;894895;DIRECT
538010;989103;DIRECT
201328;644576;POOL
201328;821818;DIRECT
383645;817785;CROSS
383645;989103;POOL
529689;758032;CROSS
529689;861069;POOL
529689;940178;DIRECT
326011;861069;CROSS
326011;758032;POOL
293533;940178;CROSS
293533;702540;POOL
269384;813982;DIRECT
269384;644576;DIRECT
228673;861069;DIRECT
485765;702540;CROSS
485765;758032;DIRECT
485765;861069;DIRECT
330137;644576;CROSS
330137;989103;POOL
330137;940178;DIRECT
240596;821818;POOL
240596;644576;POOL
240596;758032;POOL
125553;758032;POOL
125553;702540;CROSS
125553;861069;DIRECT
205064;989103;POOL
277227;702540;POOL
277227;989103;CROSS
500278;625331;DIRECT
501356;934930;DIRECT
501356;989103;CROSS
501356;758032;POOL
542686;821818;POOL
542686;817785;DIRECT
542686;861069;CROSS
419712;940178;DIRECT
419712;702540;DIRECT
419712;817785;CROSS
432698;934930;CROSS
432698;625331;DIRECT
432698;861069;POOL
170849;861069;CROSS
170849;934930;DIRECT
170849;989103;DIRECT
201235;938109;POOL
201235;826701;CROSS
515531;999797;DIRECT
515531;713039;CROSS
153154;684084;CROSS
153154;835788;CROSS
167476;763292;CROSS
131919;869221;CROSS
131919;911638;POOL
131919;999797;CROSS
167320;646434;DIRECT
226534;652552;POOL
226534;825989;CROSS
192811;713039;CROSS
346228;835788;CROSS
346137;684084;POOL
346137;902438;POOL
160310;713039;CROSS
160310;826701;POOL
419772;713039;DIRECT
419772;859220;CROSS
419772;646434;DIRECT
447727;713039;POOL
447727;826701;POOL
465458;652552;CROSS
465458;721354;CROSS
186525;713039;CROSS
172205;869221;CROSS
536796;869221;CROSS
476282;911638;CROSS
439952;826701;POOL
439952;869221;CROSS
439952;713039;CROSS
128536;869221;POOL
128536;859220;POOL
456062;902438;CROSS
211784;911638;POOL
211784;987375;CROSS
211784;902438;CROSS
458627;994433;POOL
427295;614763;DIRECT
427295;618260;POOL
427295;910073;DIRECT
410094;685579;DIRECT
410094;732032;DIRECT
166818;994433;POOL
166818;945453;CROSS
166818;614763;POOL
124869;866442;DIRECT
337802;614763;CROSS
337802;945453;DIRECT
337802;866442;DIRECT
316204;687746;CROSS
309526;945453;POOL
309526;618260;DIRECT
238414;687746;DIRECT
396010;910073;CROSS
234528;614763;POOL
234528;685579;CROSS
234528;881775;POOL
298727;866442;POOL
298727;732032;POOL
298727;659355;DIRECT
150415;652277;POOL
436776;910073;DIRECT
436776;659355;CROSS
436776;881775;POOL
477413;687746;POOL
477413;910073;POOL
168996;659355;CROSS
168996;685579;CROSS
168996;618260;POOL
312061;685579;CROSS
312061;866442;DIRECT
143244;732032;DIRECT
143244;618260;DIRECT
143244;881775;CROSS
174292;618260;DIRECT
174292;866442;DIRECT
174292;771006;POOL
539878;881775;DIRECT
539878;614763;CROSS
441689;685579;DIRECT
441689;866442;DIRECT
441689;732032;POOL
313324;856076;POOL
457282;885231;CROSS
192969;778988;DIRECT
192969;897616;POOL
192969;856076;POOL
442337;832228;DIRECT
442337;848816;POOL
213170;794657;POOL
477669;794657;CROSS
477669;751855;CROSS
438553;856076;DIRECT
438553;758721;DIRECT
438553;610926;POOL
531912;778988;CROSS
531912;832228;CROSS
531912;856076;CROSS
531239;751855;POOL
531239;758721;CROSS
181793;934110;POOL
181793;856076;CROSS
143969;751855;CROSS
143969;758721;POOL
143969;992279;POOL
431443;793017;DIRECT
431443;751855;CROSS
307220;973443;CROSS
307220;848816;POOL
307220;934110;POOL
252477;793017;CROSS
252477;848816;CROSS
252477;856076;POOL
124665;610926;CROSS
124665;793017;DIRECT
124665;934110;DIRECT
470298;610926;POOL
470298;897616;CROSS
470298;856076;POOL
190303;897616;CROSS
145034;832228;POOL
145034;856076;DIRECT
145034;992279;POOL
299657;973443;CROSS
299657;794657;DIRECT
299657;758721;CROSS
208074;832228;DIRECT
368506;804336;POOL
368506;882337;POOL
494501;654250;CROSS
494501;975693;CROSS
463020;882337;POOL
139218;711671;CROSS
139218;771863;POOL
413093;628653;DIRECT
511820;725386;POOL
511820;804336;POOL
433411;725386;DIRECT
126470;654250;DIRECT
126470;713456;CROSS
480070;707738;POOL
480070;753306;POOL
480070;711671;DIRECT
207022;747475;CROSS
207022;711671;DIRECT
460182;747475;POOL
460182;751797;CROSS
296980;751797;DIRECT
542282;711671;POOL
542282;713456;DIRECT
542282;950773;POOL
274233;747475;DIRECT
274233;950773;POOL
274233;751797;DIRECT
496262;804336;CROSS
496262;882337;POOL
365055;654250;CROSS
365055;950773;POOL
365055;747475;POOL
300286;713456;DIRECT
300286;771863;POOL
158210;975693;DIRECT
158210;747475;POOL
444157;725386;DIRECT
533815;975693;CROSS
533815;725386;POOL
248833;628653;DIRECT
248833;751797;POOL
248833;654250;DIRECT
384839;804336;POOL
123729;975693;CROSS
314424;771863;POOL
314424;628653;DIRECT
314424;950773;CROSS
452422;753306;DIRECT
459318;674485;POOL
459318;950773;DIRECT
315719;747475;CROSS
315719;804336;CROSS
144346;725386;POOL
144346;753306;DIRECT
144346;771863;CROSS
449387;753306;CROSS
385776;607932;POOL
510833;751797;CROSS
479597;706967;DIRECT
199363;910336;POOL
199363;732358;CROSS
199363;704474;POOL
128515;711095;POOL
128515;706967;DIRECT
128515;843248;DIRECT
131429;985140;DIRECT
131429;711095;DIRECT
304363;704474;CROSS
461267;796502;DIRECT
461267;985140;CROSS
461267;706967;POOL
139555;711095;POOL
139555;754354;POOL
452000;826321;POOL
192560;808367;DIRECT
192560;910336;CROSS
192560;754354;POOL
382693;683387;DIRECT
382693;719781;POOL
160822;985140;CROSS
460832;808367;CROSS
176641;910336;CROSS
416648;632391;CROSS
518461;985140;POOL
518461;843248;POOL
152523;711095;DIRECT
152523;683387;CROSS
152523;687097;POOL
302754;687097;CROSS
302754;683387;CROSS
314492;719781;DIRECT
455795;826321;POOL
455795;985140;DIRECT
424259;910336;POOL
424259;826321;DIRECT
501060;830255;DIRECT
535122;662616;DIRECT
535122;604467;DIRECT
497012;801190;CROSS
184084;680861;CROSS
431332;842919;CROSS
431332;680861;POOL
431332;961255;POOL
488977;641411;POOL
290984;958442;DIRECT
290984;830255;POOL
290984;662616;DIRECT
454338;727654;DIRECT
454338;662616;DIRECT
473198;961255;DIRECT
473198;662616;CROSS
161537;662616;POOL
161537;957486;CROSS
467151;896471;POOL
536598;680861;DIRECT
221720;641411;CROSS
420900;680861;CROSS
129963;662616;DIRECT
201479;958442;POOL
201479;680861;POOL
201479;912140;CROSS
164406;623014;DIRECT
317161;641411;DIRECT
317161;842919;POOL
307079;957486;CROSS
307079;623014;DIRECT
307079;878563;DIRECT
148850;896471;DIRECT
148850;842919;DIRECT
357212;623014;POOL
166027;801190;CROSS
166027;641411;DIRECT
166027;680861;CROSS
428738;842919;CROSS
428738;623014;POOL
428738;680548;DIRECT
139642;727654;POOL
139642;707720;CROSS
209397;843980;DIRECT
209397;905611;CROSS
209397;786122;CROSS
225238;791061;CROSS
259973;887340;POOL
259973;843980;CROSS
259973;731670;CROSS
342305;944268;CROSS
342305;887340;POOL
342305;791061;POOL
162977;887340;POOL
162977;944268;DIRECT
353561;602721;CROSS
353561;887340;CROSS
542681;909289;CROSS
542681;645373;DIRECT
542681;693931;POOL
388772;645373;DIRECT
388772;887340;POOL
433205;693931;DIRECT
433205;636245;CROSS
306270;692462;POOL
306270;731670;POOL
306270;624714;CROSS
141507;602721;POOL
141507;958615;DIRECT
464616;693931;POOL
464616;843980;DIRECT
464616;958615;POOL
332909;691946;DIRECT
332909;826025;DIRECT
267289;791061;DIRECT
267289;636245;POOL
267289;786122;CROSS
268684;691946;CROSS
409057;958615;DIRECT
409057;826025;DIRECT
208415;958615;DIRECT
386594;941525;DIRECT
155133;636245;DIRECT
155133;958615;POOL
155133;602721;CROSS
149312;909289;DIRECT
149312;958615;CROSS
149312;624714;POOL
306547;944268;CROSS
306547;905611;CROSS
539751;944268;POOL
539751;692462;DIRECT
380153;941525;POOL
380153;909289;POOL
380153;944268;POOL
425558;909289;CROSS
161395;905611;CROSS
161395;731670;POOL
161395;887340;POOL
120820;662046;DIRECT
220193;836641;DIRECT
213040;836641;DIRECT
213040;849956;DIRECT
213040;627603;CROSS
135108;935627;POOL
135108;853924;DIRECT
135108;674877;CROSS
438282;624803;POOL
267596;849956;POOL
267596;749774;DIRECT
359955;836641;POOL
191951;943884;CROSS
191951;655353;CROSS
299477;627603;CROSS
266709;674877;CROSS
266709;627603;DIRECT
313672;836641;DIRECT
313672;992101;DIRECT
313672;749774;POOL
443233;662046;CROSS
443233;656497;CROSS
336397;884793;POOL
336397;935627;POOL
329049;749774;CROSS
246336;853924;CROSS
384185;674877;POOL
384185;656497;DIRECT
384185;853924;CROSS
175821;656497;DIRECT
529533;655353;CROSS
529533;992101;DIRECT
357421;895008;CROSS
357421;656497;DIRECT
357421;722537;CROSS
312708;849956;CROSS
312708;836641;DIRECT
123092;627603;POOL
123092;935627;POOL
123092;943884;CROSS
170627;943884;CROSS
460703;848813;CROSS
460703;890033;CROSS
140680;665601;DIRECT
140680;964172;DIRECT
408618;843906;POOL
408618;665601;DIRECT
408618;697491;CROSS
433464;916469;POOL
433464;890033;DIRECT
433464;901863;POOL
298705;803212;POOL
409774;655318;CROSS
409774;938549;DIRECT
240767;655318;DIRECT
240767;697491;CROSS
398134;938549;DIRECT
343407;938549;DIRECT
343407;803212;CROSS
343407;843906;DIRECT
293152;697491;CROSS
293152;848813;POOL
549963;938549;POOL
549963;646644;POOL
549963;964172;DIRECT
213700;646644;DIRECT
213700;890033;POOL
258010;843906;DIRECT
258010;655318;DIRECT
258010;665601;DIRECT
439983;697491;DIRECT
439983;848813;DIRECT
345762;964172;CROSS
548400;646644;POOL
548400;901863;POOL
548400;938549;CROSS
526426;655318;CROSS
299205;938549;DIRECT
299205;646644;CROSS
374074;612178;POOL
547507;843906;POOL
547507;612178;CROSS
506603;916469;CROSS
506603;665601;DIRECT
506603;612178;POOL
135391;655318;POOL
135391;901863;DIRECT
541704;697491;DIRECT
541704;938549;DIRECT
508861;710396;DIRECT
508861;798743;DIRECT
508861;879724;DIRECT
208202;902613;DIRECT
208202;679618;DIRECT
208202;845826;DIRECT
366696;710396;DIRECT
366696;879724;DIRECT
366696;679618;CROSS
376679;707782;POOL
376679;710083;POOL
376679;785417;POOL
455015;902613;DIRECT
161428;860329;CROSS
161428;679618;POOL
161428;898507;CROSS
540476;866365;POOL
332126;773737;POOL
332126;902613;CROSS
332126;679618;CROSS
450060;969624;DIRECT
450060;647916;POOL
450060;679618;POOL
284930;785417;DIRECT
284930;773737;POOL
284930;969624;CROSS
460797;641605;CROSS
460797;791962;POOL
164212;785417;POOL
389864;641605;POOL
389864;798743;DIRECT
269192;853707;POOL
179745;860329;DIRECT
179745;785417;DIRECT
337301;879724;POOL
468830;853707;DIRECT
468830;641605;DIRECT
468830;798743;POOL
471448;707782;POOL
464318;879724;POOL
464318;801274;DIRECT
464318;773737;DIRECT
417198;898507;CROSS
153203;898507;CROSS
191035;757394;CROSS
191035;791962;POOL
514469;986958;DIRECT
514469;969624;CROSS
146256;710396;DIRECT
146256;950325;CROSS
146256;679618;POOL
466141;866365;POOL
252339;894166;DIRECT
252339;785417;POOL
243729;845826;POOL
404253;845826;POOL
404253;898507;CROSS
404253;757394;DIRECT
492817;679618;CROSS
122716;773737;CROSS
122716;785417;CROSS
122716;898507;CROSS
400162;707782;CROSS
400162;902613;CROSS
275200;986958;CROSS
275200;798743;POOL
275200;898507;POOL
309399;845826;DIRECT
309399;773737;DIRECT
523157;710083;POOL
266683;767054;CROSS
266683;891426;POOL
266683;993964;DIRECT
147151;913233;CROSS
147151;629275;DIRECT
147151;993925;DIRECT
248215;993925;CROSS
205197;993925;CROSS
205197;606596;DIRECT
205197;891426;DIRECT
304674;629275;CROSS
304674;913233;CROSS
304674;993925;POOL
367257;913233;POOL
367257;893737;CROSS
367257;606596;CROSS
489904;629275;CROSS
489904;699145;POOL
365948;679904;DIRECT
365948;699145;CROSS
365948;767054;CROSS
500626;699145;DIRECT
500626;893737;CROSS
500626;891426;POOL
454353;993925;POOL
431387;629275;POOL
431387;606596;CROSS
431387;993964;CROSS
531512;767054;DIRECT
383280;629275;POOL
377805;699145;POOL
424251;913233;POOL
424251;629275;DIRECT
237722;679904;DIRECT
237722;629275;POOL
128616;993925;DIRECT
128616;699145;DIRECT
128616;679904;CROSS
287308;606596;DIRECT
403239;606596;DIRECT
403239;699145;DIRECT
158666;891426;POOL
158666;699145;POOL
359768;767054;CROSS
230895;767054;DIRECT
230895;679904;CROSS
230895;993925;POOL
297778;893737;CROSS
297778;606596;POOL
297778;891426;POOL
539169;701948;DIRECT
539169;924246;CROSS
297438;911321;CROSS
297438;604209;DIRECT
246076;837614;DIRECT
246076;863296;POOL
455712;824182;POOL
455712;776510;CROSS
359036;776510;CROSS
148609;776510;DIRECT
148609;802108;DIRECT
405071;863296;POOL
405071;824182;DIRECT
405071;802108;DIRECT
475628;636867;CROSS
475628;802108;POOL
162584;636867;POOL
162584;920293;DIRECT
162584;633740;POOL
381493;633740;POOL
381493;837614;CROSS
295658;824182;POOL
295658;802108;DIRECT
295658;744175;POOL
362249;604209;DIRECT
362249;744175;CROSS
498944;863758;POOL
498944;911321;CROSS
498944;863296;POOL
387361;633740;POOL
282650;919065;DIRECT
282650;802108;CROSS
371175;772866;DIRECT
371175;836468;CROSS
371175;673819;POOL
210282;673819;DIRECT
210282;836468;CROSS
210282;799996;POOL
159314;924246;POOL
159314;802108;POOL
159314;673819;DIRECT
487787;700268;POOL
198565;673819;POOL
521632;772866;POOL
521632;863296;POOL
320529;924246;POOL
320529;863758;DIRECT
320529;863296;POOL
387236;802108;POOL
387236;824182;POOL
387236;700268;CROSS
230524;636867;POOL
250148;673819;CROSS
412733;715910;CROSS
412733;820257;CROSS
486188;993709;CROSS
486188;833259;DIRECT
486188;953717;CROSS
491913;797241;DIRECT
491913;993709;CROSS
491913;676670;POOL
505462;900818;POOL
505462;993709;DIRECT
344661;900818;DIRECT
295645;998985;CROSS
295645;690030;POOL
295645;801113;CROSS
174583;953717;POOL
124287;820257;DIRECT
124287;676670;POOL
124287;953717;POOL
231091;690030;POOL
231091;833259;DIRECT
231091;676670;DIRECT
284319;998985;CROSS
371145;852398;POOL
312199;852398;POOL
312199;801113;CROSS
353343;797241;DIRECT
360953;993709;DIRECT
360953;998985;DIRECT
360953;953717;POOL
522385;833259;DIRECT
522385;690030;CROSS
176500;715910;DIRECT
176500;797241;DIRECT
176500;801113;DIRECT
349753;953717;POOL
476365;797241;CROSS
476365;953717;CROSS
476365;676670;DIRECT
242758;687669;CROSS
242758;867533;CROSS
242758;785407;DIRECT
424399;818239;POOL
424399;785407;DIRECT
430497;823752;CROSS
283626;843957;DIRECT
479056;778103;CROSS
476206;953564;CROSS
476206;778103;POOL
476206;753879;POOL
475860;753879;CROSS
475860;687669;CROSS
475860;867533;CROSS
514465;818239;POOL
320968;953564;POOL
192999;695612;CROSS
192999;778103;DIRECT
533197;785407;CROSS
533197;695612;DIRECT
533197;953564;POOL
434701;695612;CROSS
434701;823752;DIRECT
194266;818239;POOL
256726;894501;DIRECT
256726;695612;CROSS
382732;823752;POOL
382732;785407;DIRECT
382732;778103;CROSS
191539;867533;DIRECT
191539;778103;CROSS
191539;687669;DIRECT
252809;765918;CROSS
252809;894501;POOL
252809;843957;CROSS
169663;753879;POOL
169663;695612;DIRECT
471976;753879;DIRECT
471976;785407;DIRECT
143224;894501;DIRECT
143224;823752;DIRECT
245080;695612;POOL
245080;785407;CROSS
541063;785407;POOL
541063;818239;POOL
541063;765918;POOL
423031;753879;CROSS
512448;753879;CROSS
159043;687669;DIRECT
442619;765918;CROSS
426555;823752;DIRECT
426555;843957;CROSS
426555;765918;CROSS
508318;952525;CROSS
219627;792013;POOL
219627;857295;POOL
393208;970532;DIRECT
369646;728180;CROSS
369646;952525;CROSS
369646;792013;POOL
276678;857295;POOL
276678;645354;POOL
334580;636091;CROSS
260751;938041;POOL
493681;792013;POOL
537164;752572;CROSS
537164;970532;DIRECT
522355;728180;DIRECT
522355;791551;DIRECT
522355;636091;DIRECT
296454;978213;CROSS
296454;728180;POOL
481987;752572;POOL
481987;645354;DIRECT
303560;970532;CROSS
303560;791551;DIRECT
381777;952525;DIRECT
548127;792013;DIRECT
411817;645354;DIRECT
505870;728180;CROSS
283865;752572;POOL
364449;804721;CROSS
364449;857295;DIRECT
511093;938041;POOL
511093;791551;DIRECT
458703;728180;POOL
426273;804721;CROSS
426273;952525;DIRECT
426273;791551;DIRECT
388725;791551;CROSS
